entity_name,category,category_uuid,usd,btc,txs,usd_in,btc_in,txs_in
1BTCXE,UNKNOWN,,96897.56,2.224,16,96897.56,2.224,16
24PayBank,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,84.28,0.00173088,18,84.28,0.00173088,18
7money,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,2408.8,0.1036088,4,2408.8,0.1036088,4
7money,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,5494.2,0.1342594,20,5494.2,0.1342594,20
7money,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,366379.61,8.2396882,964,366379.61,8.2396882,964
7money,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,2450989.43,75.96522464,2902,567623118.98,25504.33201776,24756
7money,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,13584.43,0.535437,26,13584.43,0.535437,26
7money,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,269214.11,7.6064772,696,269214.11,7.6064772,696
7money,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,15739.77,0.59933888,40,15739.77,0.59933888,40
7money,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,6822.89,0.2341446,6,6822.89,0.2341446,6
7money,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,63937.97,1.64846212,78,63937.97,1.64846212,78
7money,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,242157.77,8.1835322,150,242157.77,8.1835322,150
7money,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,127465.9,4.385946,246,127465.9,4.385946,246
7money,UNKNOWN,,10036407.75,345.68123904,17138,10036407.75,345.68123904,17138
A-Ads,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,80.18,0.003806,2,80.18,0.003806,2
A-Ads,UNKNOWN,,21298.86,0.58390966,12,21298.86,0.58390966,12
AAFXTrading,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,26623.58,0.62854722,18
AAFXTrading,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,5299.62,0.10943334,54,5299.62,0.10943334,54
AAFXTrading,UNKNOWN,,5102855.08,122.39469936,144,5102855.08,122.39469936,144
AAX,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,4292.35,0.0750992,64,4292.35,0.0750992,64
AAX,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,3966.74,0.11642656,96,3966.74,0.11642656,96
AAX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,715625955.85,26477.9694648,15088,82159407043.59,2477158.81216128,79984
AAX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,34123.24,1.00910608,176,34123.24,1.00910608,176
AAX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,547052.3,14.56477648,960,547052.3,14.56477648,960
AAX,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,72306.19,3.58302288,32,72306.19,3.58302288,32
AAX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,4562.75,0.1150784,16,4562.75,0.1150784,16
AAX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,1130448.1,34.59284128,1872,1130448.1,34.59284128,1872
AAX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,164588.94,5.42895184,448,164588.94,5.42895184,448
AAX,UNKNOWN,,1141306245.03,34276.2444112,38544,1141306245.03,34276.2444112,38544
ABCC,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,121778.6,6.00606128,48,158482.23,7.02624992,144
ABCC,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,9269.74,0.24,144,9269.74,0.24,144
ABCC,UNKNOWN,,219934.81,10.08056176,224,219934.81,10.08056176,224
Abcobmen,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,32728.84,0.5218254,160,32728.84,0.5218254,160
Abcobmen,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,443473.09,6.8522359,40,1998862.96,31.3621581,830
Abcobmen,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,14268.02,0.2204176,30,14268.02,0.2204176,30
Abcobmen,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,12178.88,0.1918913,70,12178.88,0.1918913,70
Abcobmen,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,765.14,0.0118158,10,765.14,0.0118158,10
Abcobmen,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,22738.56,0.3522967,100,22738.56,0.3522967,100
Abcobmen,UNKNOWN,,468950.72,7.289067,500,468950.72,7.289067,500
Abit,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,948.01,0.016341,13
Abit,UNKNOWN,,6712.23,0.1157,13,6712.23,0.1157,13
Abra,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,134194.03,3.6414134,100,134194.03,3.6414134,100
Abra,UNKNOWN,,504.63,0.012284,20,504.63,0.012284,20
AbsoluteFXOptions,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,129597576.54,4356.019106,1602,129597576.54,4356.019106,1602
AbsoluteFXOptions,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,1181473.44,27.15961834,2056
AbsoluteFXOptions,UNKNOWN,,18661997.49,464.1398,470,18661997.49,464.1398,470
Advcash,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,18331.18,0.369864,55,18331.18,0.369864,55
Advcash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,120359.9,2.120569,220,120359.9,2.120569,220
Advcash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1340130475.62,39322.88527684,43846,1340130475.62,39322.88527684,43846
Advcash,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,77881.01,2.74635504,121,77881.01,2.74635504,121
Advcash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,1039044.4,20.86489251,781,1039044.4,20.86489251,781
Advcash,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,151795.6,4.55993659,220,151795.6,4.55993659,220
Advcash,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,26713.27,0.668877,22,26713.27,0.668877,22
Advcash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,11872803.85,333.14617215,38896,11872803.85,333.14617215,38896
Advcash,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1331603.66,26.18022242,1540,130503536.49,4018.1711196,27126
Advcash,UNKNOWN,,146832477.98,4421.33580229,56397,146832477.98,4421.33580229,56397
AEX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,6169782362.71,149223.55391168,20656,27118722988.4,819569.91314304,51696
AEX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,365954.37,7.702464,96,365954.37,7.702464,96
AEX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,352583.61,8.385968,32,352583.61,8.385968,32
AEX,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,55593279.91,1352.42088,288,55593279.91,1352.42088,288
AEX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,4750016.92,82.98909376,160,4750016.92,82.98909376,160
AEX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,39634.59,0.9536,96,39634.59,0.9536,96
AEX,UNKNOWN,,1133886982.89,27204.6563048,11472,1133886982.89,27204.6563048,11472
AFXTrade,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,594.39,0.0262228,14,594.39,0.0262228,14
AidosMarket,UNKNOWN,,8596.99,0.15045,17,8596.99,0.15045,17
Alameda,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,24394251542.42,625519.13818675,8568,24394251542.42,625519.13818675,8568
Alameda,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,6108067.77,107.13467354,170,6108067.77,107.13467354,170
Alameda,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,2037922413.97,46796.70638531,306,3057056212.32,70292.85465321,6137
Alameda,UNKNOWN,,45918596850.86,999582.81160804,14841,45918596850.86,999582.81160804,14841
Alcor,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,331884.17,7.90799156,356,438162.54,10.32442252,512
Alcor,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,9596.4,0.21889648,28,9596.4,0.21889648,28
Alcor,UNKNOWN,,252030.07,5.87610564,144,252030.07,5.87610564,144
Alfacash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,209.58,0.003836,4,209.58,0.003836,4
Alfacash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3074601.7,100.72212644,512,3226533.41,104.37738968,608
Alfacash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,78409.46,1.51128376,20,78409.46,1.51128376,20
Alfacash,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,644.62,0.0146556,4,644.62,0.0146556,4
Alfacash,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,21149.04,0.5700852,4,21149.04,0.5700852,4
Alfacash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,1219.16,0.03820352,12,1219.16,0.03820352,12
Alfacash,UNKNOWN,,6794372.63,211.59975448,1044,6794372.63,211.59975448,1044
Alfacoins,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,14017691.58,522.37369158,1628,14017691.58,522.37369158,1628
Alfacoins,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,2223.02,0.08416272,6,2223.02,0.08416272,6
Alfacoins,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,279616.16,9.96349148,34,279616.16,9.96349148,34
Alfacoins,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,182690.19,7.51413082,62,182690.19,7.51413082,62
Alfacoins,ransomware,f88c4d1c-a9b6-11ea-b6eb-0adaa880d7fe,91.54,0.00382656,2,91.54,0.00382656,2
Alfacoins,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,2654782.98,98.61054724,794,12980441.78,456.13854458,1126
Alfacoins,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2776.45,0.07066136,18,2776.45,0.07066136,18
Alfacoins,UNKNOWN,,24747594.49,904.76854718,982,24747594.49,904.76854718,982
AltCoinTrader,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,72230.38,1.67183874,684,72230.38,1.67183874,684
AltCoinTrader,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,294.72,0.00625212,54,294.72,0.00625212,54
AltCoinTrader,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,196732593.95,4575.99216798,49662,262190614.06,6952.22893872,87678
AltCoinTrader,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,42859.32,1.0062072,198,42859.32,1.0062072,198
AltCoinTrader,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,116722,2.6395938,486,116722,2.6395938,486
AltCoinTrader,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,164170.85,4.16280186,198,164170.85,4.16280186,198
AltCoinTrader,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,10284.04,0.23284206,18,10284.04,0.23284206,18
AltCoinTrader,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,6343880.36,148.72791888,4716,6343880.36,148.72791888,4716
AltCoinTrader,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,18811.29,0.4587498,216,18811.29,0.4587498,216
AltCoinTrader,UNKNOWN,,2325572322.93,76528.71044568,104130,2325572322.93,76528.71044568,104130
Alterdice,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,24808812.95,568.64244822,5166,30649222.13,696.23681673,10584
Alterdice,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,20435.86,0.40656168,42,20435.86,0.40656168,42
Alterdice,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,5634.46,0.14882511,126,5634.46,0.14882511,126
Alterdice,UNKNOWN,,91212718.59,2025.64739811,23016,91212718.59,2025.64739811,23016
AltMarkets,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,8825.67,0.15668016,64,13264.1,0.28362912,144
AltMarkets,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,2093.58,0.07148752,16,2093.58,0.07148752,16
AltMarkets,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1870.49,0.048,48,1870.49,0.048,48
AltMarkets,UNKNOWN,,32345.21,1.00509056,368,32345.21,1.00509056,368
AmericanRenaissance,UNKNOWN,,1018.85,0.0381775,4,1018.85,0.0381775,4
Anchorage,UNKNOWN,,404044372.82,13431.402529,40,404044372.82,13431.402529,40
AnkerPay,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2650.4,0.0637571,55,2650.4,0.0637571,55
Antares,UNKNOWN,,3389.53,0.1100178,24,3389.53,0.1100178,24
AnyCash,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,5470.04,0.1325754,16,5470.04,0.1325754,16
AnyCash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,985967.59,21.27275632,354,985967.59,21.27275632,354
AnyCash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,164132944.88,4426.1122015,1090,164132944.88,4426.1122015,1090
AnyCash,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,10798.72,0.38303326,20,10798.72,0.38303326,20
AnyCash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,12693259.7,351.45685806,1276,12693259.7,351.45685806,1276
AnyCash,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,13260.74,0.22200612,8,13260.74,0.22200612,8
AnyCash,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,267.8,0.012,2,267.8,0.012,2
AnyCash,ransomware,f88c4d1c-a9b6-11ea-b6eb-0adaa880d7fe,421.94,0.02,2,421.94,0.02,2
AnyCash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,128077.91,4.37850794,180,128077.91,4.37850794,180
AnyCash,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,778975.38,19.85063028,108,50900446.14,1245.43441054,7278
AnyCash,UNKNOWN,,123924829.31,3669.97959752,7518,123924829.31,3669.97959752,7518
ApolloX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,599020.3,25.27587762,408,8649828.78,264.51923532,1806
ApolloX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,1131.12,0.04245882,24,1131.12,0.04245882,24
ApolloX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,1097.67,0.025914,6,1097.67,0.025914,6
ApolloX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,4413.44,0.11053794,30,4413.44,0.11053794,30
ApolloX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,4357.88,0.1212,78,4357.88,0.1212,78
ApolloX,UNKNOWN,,380718.65,13.78525974,786,380718.65,13.78525974,786
ArgenBTC,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,11868.23,0.29980008,120,11868.23,0.29980008,120
ArgenBTC,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,14112.13,0.26624676,72,14112.13,0.26624676,72
ArgenBTC,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,11201580.02,294.6723852,24480,5907311076.84,151509.69524748,79200
ArgenBTC,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,199951.19,5.50621164,3636,199951.19,5.50621164,3636
ArgenBTC,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,50375.96,1.07468316,312,50375.96,1.07468316,312
ArgenBTC,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,45891.43,1.3976418,216,45891.43,1.3976418,216
ArgenBTC,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,4089.32,0.09069636,48,4089.32,0.09069636,48
ArgenBTC,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,450229.07,12.15992856,2424,450229.07,12.15992856,2424
ArgenBTC,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2165.87,0.0719334,108,2165.87,0.0719334,108
ArgenBTC,UNKNOWN,,20132500.11,529.44760992,41136,20132500.11,529.44760992,41136
ARI10,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,602.02,0.02454398,6,602.02,0.02454398,6
ARI10,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,2868.65,0.08006961,15,2868.65,0.08006961,15
ARI10,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,6504426.92,244.0443365,1834,218837239.79,8562.04253674,20099
ARI10,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,211927.74,8.05821764,543,211927.74,8.05821764,543
ARI10,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,12284.73,0.33588786,19,12284.73,0.33588786,19
ARI10,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,3176.65,0.12782021,16,3176.65,0.12782021,16
ARI10,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,419.65,0.0206475,4,419.65,0.0206475,4
ARI10,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,75386.47,2.25303155,609,75386.47,2.25303155,609
ARI10,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,43787.65,1.97037885,64,43787.65,1.97037885,64
ARI10,UNKNOWN,,8790903.02,361.2263486,15203,8790903.02,361.2263486,15203
Armoney,UNKNOWN,,231.09,0.01129188,2,231.09,0.01129188,2
ArmySOS,UNKNOWN,,3412.19,0.17662241,1,3412.19,0.17662241,1
ArtisTurba,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,1991.07,0.04670928,18
ArtisTurba,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1918.21,0.045,18,1918.21,0.045,18
ArtisTurba,UNKNOWN,,9515.59,0.18894924,36,9515.59,0.18894924,36
Arzjoo,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,44.54,0.00201764,1,44.54,0.00201764,1
Arzjoo,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1942485.99,49.65739961,1754,1942485.99,49.65739961,1754
Arzjoo,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,5421.33,0.13723689,13,5421.33,0.13723689,13
Arzjoo,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,12643.89,0.33419972,2,12643.89,0.33419972,2
Arzjoo,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,11513.05,0.294097,2,11513.05,0.294097,2
Arzjoo,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,90.08,0.00412275,2,90.08,0.00412275,2
Arzjoo,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,682865.61,17.13711494,1693
Arzjoo,UNKNOWN,,508184.56,14.19388742,570,508184.56,14.19388742,570
AscendEx,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,22876.07,0.57415248,54,22876.07,0.57415248,54
AscendEx,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,50783.5,1.3689,18,50783.5,1.3689,18
AscendEx,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,5082219401.82,139637.82973464,41742,5563542160.02,152317.51689006,177174
AscendEx,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,2535089.17,67.07447514,1098,2535089.17,67.07447514,1098
AscendEx,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,7167339.4,176.57336412,2898,7167339.4,176.57336412,2898
AscendEx,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,60497.65,2.18239722,72,60497.65,2.18239722,72
AscendEx,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,209126.63,3.9253914,90,209126.63,3.9253914,90
AscendEx,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,151424,2.25684,18,151424,2.25684,18
AscendEx,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,16293170.16,400.5308853,4608,16293170.16,400.5308853,4608
AscendEx,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,596372.24,17.57703456,540,596372.24,17.57703456,540
AscendEx,UNKNOWN,,8100028668.52,218570.12244144,68310,8100028668.52,218570.12244144,68310
Ataix,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1119311,20.30424,272,1180119.43,21.58759584,368
Ataix,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,3064.7,0.0816,96,3064.7,0.0816,96
Ataix,UNKNOWN,,1623325.78,30.99863744,512,1623325.78,30.99863744,512
AtlasQuantum,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1029387.46,24.225,19,1029387.46,24.225,19
AtlasQuantum,UNKNOWN,,21.77,0.00051243,19,21.77,0.00051243,19
Atomars,UNKNOWN,,819856.83,17.5192864,32,819856.83,17.5192864,32
AtomicWallet,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,36190.66,0.838125,340,36190.66,0.838125,340
AtomicWallet,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,4496494.79,121.1796854,57380,4496494.79,121.1796854,57380
AtomicWallet,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,12120.62,0.338,140,12120.62,0.338,140
AtomicWallet,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,52874.83,1.4988,720,52874.83,1.4988,720
AtomicWallet,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,10343.19,0.344,220,10343.19,0.344,220
AtomicWallet,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,102363.85,2.8783832,1700,102363.85,2.8783832,1700
AtomicWallet,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,549012.12,12.2379304,2520,31115559.91,822.4389404,76820
AtomicWallet,UNKNOWN,,3190329.55,124.4034168,6820,3190329.55,124.4034168,6820
AustecInvestment,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,20.22,0.0003212,1,20.22,0.0003212,1
AustecInvestment,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,402.69,0.00797673,10
AustecInvestment,UNKNOWN,,1389.08,0.02758997,10,1389.08,0.02758997,10
Azbit,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,700574.25,12.46821548,266,724355.9,12.89323798,308
Azbit,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,5927.71,0.151718,112,5927.71,0.151718,112
Azbit,UNKNOWN,,268198.88,5.56238326,406,268198.88,5.56238326,406
B2BX,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,190.52,0.0038,19,190.52,0.0038,19
B2BX,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,2741.24,0.0532323,76,2741.24,0.0532323,76
B2BX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,16468515.36,346.31823146,8436,184398551.57,3723.46379074,27987
B2BX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,776617.9,33.52542267,152,776617.9,33.52542267,152
B2BX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,270596.79,6.82277631,437,270596.79,6.82277631,437
B2BX,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,32055.87,1.34732857,57,32055.87,1.34732857,57
B2BX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,485833.74,11.90478041,1501,485833.74,11.90478041,1501
B2BX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,604710.85,13.68644936,323,604710.85,13.68644936,323
B2BX,UNKNOWN,,952816510.49,21168.02387962,70490,952816510.49,21168.02387962,70490
B2C2,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,101985285662.31,3066252.54114992,68496,101985285662.31,3066252.54114992,68496
B2C2,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,794742046.11,17548.8096,896,416889965172.69,10501425.2515352,139344
B2C2,UNKNOWN,,111776996128.35,3207469.3285336,69056,111776996128.35,3207469.3285336,69056
Baanx,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,50.43,0.00125766,9,50.43,0.00125766,9
Baanx,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1834671.91,62.89324443,297,2039126.77,68.1742044,360
Baanx,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,4464.64,0.21788433,9,4464.64,0.21788433,9
Baanx,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1531.82,0.03546387,18,1531.82,0.03546387,18
Baanx,UNKNOWN,,1629471.32,48.88854711,855,1629471.32,48.88854711,855
Baksman,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,320485.12,6.39727323,1513,320485.12,6.39727323,1513
Baksman,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,14431704.5,515.65687869,578,18745671.51,621.22928487,8738
Baksman,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,55619.63,1.40164014,119,55619.63,1.40164014,119
Baksman,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,22953.07,0.516902,17,22953.07,0.516902,17
Baksman,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,21663.89,0.55471187,34,21663.89,0.55471187,34
Baksman,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,389384.48,10.67506568,561,389384.48,10.67506568,561
Baksman,UNKNOWN,,2578448.81,77.20425951,5967,2578448.81,77.20425951,5967
Banexcoin,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,10054208.22,348.75828207,297,10084957.1,349.49295007,341
Banexcoin,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2241.16,0.05535189,33,2241.16,0.05535189,33
Banexcoin,UNKNOWN,,3539628.09,137.25576183,132,3539628.09,137.25576183,132
BankCEX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,65700.86,2.0784,184,74218.28,2.401456,216
BankCEX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,1025.56,0.0272,8,1025.56,0.0272,8
BankCEX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,6132.8,0.1552,24,6132.8,0.1552,24
BankCEX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2348.4,0.0616,48,2348.4,0.0616,48
BankCEX,UNKNOWN,,535068.32,18.16411656,312,535068.32,18.16411656,312
Bankcomat,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,415648.24,8.35635568,1216,415648.24,8.35635568,1216
Bankcomat,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,50912667,2115.13305632,6800,73472895.21,3093.61195584,35744
