entity_name,category,category_uuid,usd,btc,txs,usd_in,btc_in,txs_in
1BTCXE,UNKNOWN,,2381.79,0.06836839,272,2381.79,0.06836839,272
7money,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,248918.87,5.56253592,582,248918.87,5.56253592,582
7money,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,884550.45,28.64513055,1230,848642744.77,38171.19532023,34011
7money,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,4069.25,0.151836,18,4069.25,0.151836,18
7money,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,35776.69,1.24077498,78,35776.69,1.24077498,78
7money,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,37640.97,1.09388532,87,37640.97,1.09388532,87
7money,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,73488.07,2.15931861,276,73488.07,2.15931861,276
7money,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,293.11,0.012,3,293.11,0.012,3
7money,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,28668.63,0.8996457,39,28668.63,0.8996457,39
7money,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,34476.46,0.92340519,90,34476.46,0.92340519,90
7money,UNKNOWN,,18642326.85,622.16985771,31878,18642326.85,622.16985771,31878
A-Ads,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,556.47,0.01412307,9,556.47,0.01412307,9
A-Ads,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,3134.81,0.156,3,3134.81,0.156,3
A-Ads,UNKNOWN,,21864.69,0.5979282,51,21864.69,0.5979282,51
AAFXTrading,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3114320.64,71.75300125,437,3142423.31,72.41646776,456
AAFXTrading,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,12907.06,0.54143616,19,12907.06,0.54143616,19
AAFXTrading,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,78583.27,2.57966534,304,78583.27,2.57966534,304
AAFXTrading,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,7704.68,0.14825928,76,7704.68,0.14825928,76
AAFXTrading,UNKNOWN,,1617334.93,45.86661788,3420,1617334.93,45.86661788,3420
AAX,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,285963.56,9.13697742,255,285963.56,9.13697742,255
AAX,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,2586.09,0.111775,51,2586.09,0.111775,51
AAX,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,639024.18,14.2111908,833,639024.18,14.2111908,833
AAX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,409827997.26,12359.06906352,40375,86943845402.98,2616207.46442853,109327
AAX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,139521.03,4.8552459,323,139521.03,4.8552459,323
AAX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,3328359.32,77.82490486,867,3328359.32,77.82490486,867
AAX,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,662642.72,31.2444496,612,662642.72,31.2444496,612
AAX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,6298456.59,208.28669195,13107,6298456.59,208.28669195,13107
AAX,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,49114.92,2.38374221,510,49114.92,2.38374221,510
AAX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,22263002.61,743.88525132,5695,22263002.61,743.88525132,5695
AAX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,733868.01,13.42281546,901,733868.01,13.42281546,901
AAX,UNKNOWN,,1482497942.93,49419.06961585,191284,1482497942.93,49419.06961585,191284
ABCC,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,38997.61,1.08395043,102
ABCC,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,12840.88,0.357,187,12840.88,0.357,187
ABCC,UNKNOWN,,201434.3,9.1849674,170,201434.3,9.1849674,170
Abcobmen,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,22828.39,0.34701403,55,22828.39,0.34701403,55
Abcobmen,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,67106.42,1.1,11,1778035.27,28.06091442,880
Abcobmen,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1545.75,0.02303796,11,1545.75,0.02303796,11
Abcobmen,UNKNOWN,,965505.88,14.89586164,319,965505.88,14.89586164,319
Abit,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,1020.93,0.017598,14
Abit,UNKNOWN,,8274.62,0.1426313,14,8274.62,0.1426313,14
Abra,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,2970.01,0.06999594,42,2970.01,0.06999594,42
Abra,UNKNOWN,,512.83,0.01078287,21,512.83,0.01078287,21
AbsoluteFXOptions,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,966878.7,27.24663588,1197,966878.7,27.24663588,1197
AbsoluteFXOptions,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,84705.32,2.704956,195,84705.32,2.704956,195
AbsoluteFXOptions,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,16819906.31,516.05546145,25602,16819906.31,516.05546145,25602
AbsoluteFXOptions,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,1313.94,0.0583221,6,1313.94,0.0583221,6
AbsoluteFXOptions,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,5979.79,0.09498369,3,5979.79,0.09498369,3
AbsoluteFXOptions,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,1736432.92,56.69345184,2457,3508643.08,97.43287935,5541
AbsoluteFXOptions,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,8082.68,0.22149,3,8082.68,0.22149,3
AbsoluteFXOptions,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,1505721.52,43.66603008,3783,1505721.52,43.66603008,3783
AbsoluteFXOptions,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,37470.82,1.02361041,15,37470.82,1.02361041,15
AbsoluteFXOptions,UNKNOWN,,200988153.76,6584.19190485,349566,200988153.76,6584.19190485,349566
Advcash,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,1022.45,0.05290284,12,1022.45,0.05290284,12
Advcash,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,17184.04,0.63071232,348,17184.04,0.63071232,348
Advcash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,3724475.23,73.18883928,2256,3724475.23,73.18883928,2256
Advcash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,651648445.92,16417.81991268,217392,651648445.92,16417.81991268,217392
Advcash,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,416817.85,11.80237488,600,416817.85,11.80237488,600
Advcash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,3638926.87,137.68685868,2052,3638926.87,137.68685868,2052
Advcash,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,875338.14,24.80984172,1608,875338.14,24.80984172,1608
Advcash,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,968263.75,26.50179408,3156,968263.75,26.50179408,3156
Advcash,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,72516.42,3.396876,24,72516.42,3.396876,24
Advcash,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,85095.05,1.953108,12,85095.05,1.953108,12
Advcash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,4459449.51,118.8964092,2088,4459449.51,118.8964092,2088
Advcash,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1027043.45,26.66602704,1716,141941879.26,4381.5651876,29628
Advcash,UNKNOWN,,901963292.52,29114.34687564,505392,901963292.52,29114.34687564,505392
AEX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,4508450689.89,111822.63576494,26469,26766700104.68,824065.64244826,59449
AEX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,352963.65,5.79572942,170,352963.65,5.79572942,170
AEX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,5186.84,0.13206246,34,5186.84,0.13206246,34
AEX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,14105389.17,339.17801124,14841,14105389.17,339.17801124,14841
AEX,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,245614212.05,5578.16697555,11747,245614212.05,5578.16697555,11747
AEX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,38356.05,0.88664384,68,38356.05,0.88664384,68
AEX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,44284.4,1.0727,136,44284.4,1.0727,136
AEX,UNKNOWN,,3022110288.08,68372.93238606,38947,3022110288.08,68372.93238606,38947
AFXTrade,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,906.67,0.0396,21,906.67,0.0396,21
AidosMarket,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,67016.24,1.836,36,67016.24,1.836,36
AidosMarket,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,9134.14,0.162,18,9134.14,0.162,18
Alameda,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,6959372402.65,155520.44885664,7650,6959372402.65,155520.44885664,7650
Alameda,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,976.05,0.02691,18,976.05,0.02691,18
Alameda,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,4582873.49,91.28719386,90,4582873.49,91.28719386,90
Alameda,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,3551187689.76,160142.3856,144,4630270535.08,185020.6602366,6318
Alameda,UNKNOWN,,62408458926.58,1373626.41398388,30708,62408458926.58,1373626.41398388,30708
Alcor,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,45181.34,0.9071516,15,178029.31,3.9276903,210
Alcor,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1139.96,0.0275,15,1139.96,0.0275,15
Alcor,UNKNOWN,,695522.33,16.50534515,105,695522.33,16.50534515,105
Alfacash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,7124.36,0.1159279,5,7124.36,0.1159279,5
Alfacash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,8583141.04,256.71071055,1410,8773055.68,261.2797896,1530
Alfacash,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,996.1,0.04078,5,996.1,0.04078,5
Alfacash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,1088.21,0.0229902,15,1088.21,0.0229902,15
Alfacash,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,4479.02,0.1963644,5,4479.02,0.1963644,5
Alfacash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,625207.81,25,15,625207.81,25,15
Alfacash,UNKNOWN,,2816809.5,98.1793763,2060,2816809.5,98.1793763,2060
Alfacoins,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,15466.47,0.63240015,300,15466.47,0.63240015,300
Alfacoins,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,458.93,0.02254284,87,458.93,0.02254284,87
Alfacoins,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,785544.09,32.07373494,7458,785544.09,32.07373494,7458
Alfacoins,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,93.07,0.00432543,15,93.07,0.00432543,15
Alfacoins,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,1446.75,0.06493104,33,1446.75,0.06493104,33
Alfacoins,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,58745.11,2.36336463,798,58745.11,2.36336463,798
Alfacoins,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,6111.2,0.27574347,9,6111.2,0.27574347,9
Alfacoins,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,11773537.72,427.2190872,2229,27262025.93,963.51108321,2727
Alfacoins,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2696.72,0.06920718,45,2696.72,0.06920718,45
Alfacoins,UNKNOWN,,47234423.75,1746.18705072,88050,47234423.75,1746.18705072,88050
AltCoinTrader,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,160993.15,4.22086786,114,160993.15,4.22086786,114
AltCoinTrader,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,69384.66,1.65363726,209,69384.66,1.65363726,209
AltCoinTrader,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,2170.6,0.10963855,19,2170.6,0.10963855,19
AltCoinTrader,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1536816992.77,50742.6459535,183920,1605911569.55,53250.89587817,224048
AltCoinTrader,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,179046.66,7.39734068,836,179046.66,7.39734068,836
AltCoinTrader,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,206664.49,5.51668534,551,206664.49,5.51668534,551
AltCoinTrader,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,3387455.38,135.60617566,4446,3387455.38,135.60617566,4446
AltCoinTrader,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,6050175.55,165.57242124,45961,6050175.55,165.57242124,45961
AltCoinTrader,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,691127.59,19.65125179,4199,691127.59,19.65125179,4199
AltCoinTrader,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,114609639.77,3781.1080758,31293,114609639.77,3781.1080758,31293
AltCoinTrader,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,225549.98,5.1405393,665,225549.98,5.1405393,665
AltCoinTrader,UNKNOWN,,897750695.57,27185.76153265,533121,897750695.57,27185.76153265,533121
Alterdice,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,15846919.8,371.37621686,2904,21965443.7,505.04650768,8580
Alterdice,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,14376.19,0.400268,220,14376.19,0.400268,220
Alterdice,UNKNOWN,,98527873.88,2204.01667926,43494,98527873.88,2204.01667926,43494
AltMarkets,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,4715.84,0.13488327,85
AltMarkets,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,7306.83,0.214591,85,7306.83,0.214591,85
AltMarkets,UNKNOWN,,37010.03,1.00205327,425,37010.03,1.00205327,425
AmericanRenaissance,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,2298.49,0.0673977,12,2298.49,0.0673977,12
AmericanRenaissance,UNKNOWN,,6311.72,0.18304929,66,6311.72,0.18304929,66
AmPmCx,UNKNOWN,,123.31,0.00641988,3,123.31,0.00641988,3
Anchorage,UNKNOWN,,303834844.8,9494.52889,88,303834844.8,9494.52889,88
AnkerPay,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,756.3,0.012,12,756.3,0.012,12
AnkerPay,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1630.9,0.0373212,36,1630.9,0.0373212,36
Antares,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,2632.12,0.08400301,13,2632.12,0.08400301,13
Antares,UNKNOWN,,1057.16,0.03574246,13,1057.16,0.03574246,13
AntiWar,UNKNOWN,,1190.66,0.03454119,27,1190.66,0.03454119,27
AnyCash,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,5851.06,0.22620825,12,5851.06,0.22620825,12
AnyCash,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,14632.15,0.30718218,15,14632.15,0.30718218,15
AnyCash,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,7875976.48,167.99852187,2859,7875976.48,167.99852187,2859
AnyCash,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,38009729.34,1094.81360124,11550,38009729.34,1094.81360124,11550
AnyCash,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,60549.88,2.43636081,75,60549.88,2.43636081,75
AnyCash,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,11454625.79,273.08917713,2157,11454625.79,273.08917713,2157
AnyCash,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,496866.91,16.67955147,963,496866.91,16.67955147,963
AnyCash,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,1289889.32,35.50267041,2319,1289889.32,35.50267041,2319
AnyCash,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,85473.46,1.94325948,3,85473.46,1.94325948,3
AnyCash,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,9667.24,0.28182225,33,9667.24,0.28182225,33
AnyCash,ransomware,f88c4d1c-a9b6-11ea-b6eb-0adaa880d7fe,5835.38,0.28008,9,5835.38,0.28008,9
AnyCash,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,3661696.05,103.98956358,657,3661696.05,103.98956358,657
AnyCash,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,1009113.85,24.75327291,984,76191319.98,1863.1289433,11739
AnyCash,UNKNOWN,,310666797.63,8577.41372388,149052,310666797.63,8577.41372388,149052
ApolloX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,2078873.07,52.76651128,1148,11471482.96,331.88376193,2779
ApolloX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,3087.88,0.08092049,70,3087.88,0.08092049,70
ApolloX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,7163.61,0.18033708,21,7163.61,0.18033708,21
ApolloX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,6495.72,0.17675,98,6495.72,0.17675,98
ApolloX,UNKNOWN,,1120993.12,39.89181938,2044,1120993.12,39.89181938,2044
ArgenBTC,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3675018.17,130.84437405,871,6391126973.06,163947.11914152,60151
ArgenBTC,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,74270.77,2.00381766,1209,74270.77,2.00381766,1209
ArgenBTC,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,236319.08,5.18774763,91,236319.08,5.18774763,91
ArgenBTC,UNKNOWN,,29168023.52,753.84482082,3250,29168023.52,753.84482082,3250
ARI10,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3581872.61,143.71102528,430,428247498.35,16779.70742576,36960
ARI10,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,500968.85,20.54370876,152,500968.85,20.54370876,152
ARI10,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,3895.68,0.0980568,4,3895.68,0.0980568,4
ARI10,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,1069.41,0.03070324,10,1069.41,0.03070324,10
ARI10,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,4527.96,0.11644736,56,4527.96,0.11644736,56
ARI10,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,81370.87,2.46317316,64,81370.87,2.46317316,64
ARI10,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,575.61,0.020054,10,575.61,0.020054,10
ARI10,UNKNOWN,,26900103.77,1061.24941916,3070,26900103.77,1061.24941916,3070
Armoney,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,529.65,0.0123,6,529.65,0.0123,6
ArmySOS,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,953.63,0.03259258,4,953.63,0.03259258,4
ArmySOS,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,3015.01,0.10148492,4,3015.01,0.10148492,4
ArmySOS,UNKNOWN,,8615.15,0.36636942,40,8615.15,0.36636942,40
ArtisTurba,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3121.83,0.0494,57,5223.52,0.09870424,76
ArtisTurba,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2490.95,0.044023,19,2490.95,0.044023,19
Arzjoo,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1782719.2,50.1414937,2996,1782719.2,50.1414937,2996
Arzjoo,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,5227.73,0.13507378,8,5227.73,0.13507378,8
Arzjoo,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,11481.13,0.18196,10,11481.13,0.18196,10
Arzjoo,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,745922.1,19.31412986,5212,745922.1,19.31412986,5212
Arzjoo,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,31771.2,0.66929722,98,31771.2,0.66929722,98
Arzjoo,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,467858.49,9.92097454,92,467858.49,9.92097454,92
Arzjoo,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,8573.98,0.1779256,30,1374305.2,34.45215548,3416
Arzjoo,UNKNOWN,,1730163.71,41.50074698,5742,1730163.71,41.50074698,5742
AscendEx,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,419376.39,13.649923,551,419376.39,13.649923,551
AscendEx,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,1864.44,0.093461,19,1864.44,0.093461,19
AscendEx,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,5965280748.26,160602.60448205,93765,6473343659.69,173986.71870166,236721
AscendEx,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,5189917.19,141.27131902,1216,5189917.19,141.27131902,1216
AscendEx,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,4577605.55,112.22257527,1178,4577605.55,112.22257527,1178
AscendEx,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,2207443.9,88.68809588,2204,2207443.9,88.68809588,2204
AscendEx,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,6225988.63,213.47688621,10887,6225988.63,213.47688621,10887
AscendEx,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,513240.44,19.613529,475,513240.44,19.613529,475
AscendEx,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,38263584.37,1236.21761918,6631,38263584.37,1236.21761918,6631
AscendEx,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,564452.68,12.78884908,152,564452.68,12.78884908,152
AscendEx,UNKNOWN,,7481016054.56,203806.93645381,482657,7481016054.56,203806.93645381,482657
Ataix,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,1480914.71,26.20746027,272,1545523.66,27.57102585,374
Ataix,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,574.09,0.02968217,17,574.09,0.02968217,17
Ataix,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,9147.95,0.246534,170,9147.95,0.246534,170
Ataix,UNKNOWN,,826560.75,13.4279889,459,826560.75,13.4279889,459
AtlasQuantum,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,953.2,0.0202368,20,953.2,0.0202368,20
AtlasQuantum,UNKNOWN,,4466.57,0.0898132,180,4466.57,0.0898132,180
Atomars,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,12912.26,0.52906975,34,12912.26,0.52906975,34
Atomars,UNKNOWN,,278348.68,4.7900934,153,278348.68,4.7900934,153
AtomicWallet,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,6525.3,0.1323,84,6525.3,0.1323,84
AtomicWallet,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,3254080.51,88.28626821,47670,3254080.51,88.28626821,47670
AtomicWallet,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,11754,0.316071,126,11754,0.316071,126
AtomicWallet,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,34304.08,0.99057,651,34304.08,0.99057,651
AtomicWallet,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,10302.57,0.351855,231,10302.57,0.351855,231
AtomicWallet,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,123807.01,4.55484393,1365,123807.01,4.55484393,1365
AtomicWallet,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,100855.97,2.81103627,1281,32195731.16,853.52209677,79296
AtomicWallet,UNKNOWN,,5488341.16,185.92299894,11928,5488341.16,185.92299894,11928
AustecInvestment,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,348.25,0.00706,2,348.25,0.00706,2
AustecInvestment,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,0,0,0,805.38,0.01595346,20
AustecInvestment,UNKNOWN,,2141.26,0.03937108,34,2141.26,0.03937108,34
Azbit,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,407609.13,7.45660545,330,433089.47,7.9119867,375
Azbit,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,22.75,0.000339,15,22.75,0.000339,15
Azbit,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,12815.45,0.357555,180,12815.45,0.357555,180
Azbit,UNKNOWN,,391974.21,6.5734518,630,391974.21,6.5734518,630
B2BX,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,170993.88,3.6312118,280,170993.88,3.6312118,280
B2BX,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,154.83,0.00352,20,154.83,0.00352,20
B2BX,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,332308.72,8.1165452,1680,332308.72,8.1165452,1680
B2BX,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,195266276.28,4395.1548374,168340,372034735.45,7950.0448998,188920
B2BX,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,805234.28,20.9050514,480,805234.28,20.9050514,480
B2BX,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,960846.16,29.4735626,3300,960846.16,29.4735626,3300
B2BX,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,469778.72,10.5597778,2000,469778.72,10.5597778,2000
B2BX,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,208352.53,4.8575214,1660,208352.53,4.8575214,1660
B2BX,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,4420.28,0.1936012,40,4420.28,0.1936012,40
B2BX,ransomware,f88c4d1c-a9b6-11ea-b6eb-0adaa880d7fe,1802.54,0.0931936,20,1802.54,0.0931936,20
B2BX,services,f88c49ad-a9b6-11ea-b6eb-0adaa880d7fe,1636177.98,34.2057138,5620,1636177.98,34.2057138,5620
B2BX,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,2590686.6,62.1632366,2740,2590686.6,62.1632366,2740
B2BX,UNKNOWN,,763310783.95,16895.6332,313240,763310783.95,16895.6332,313240
