entity_name,category,category_uuid,usd,btc,txs,usd_in,btc_in,txs_in
WhaleFin,wallet,f88c4daa-a9b6-11ea-b6eb-0adaa880d7fe,686.32,0.024,24,686.32,0.024,24
WhaleFin,UNKNOWN,,7845967850.3,281480.2949253,13038,7845967850.3,281480.2949253,13038
Whitebit,atm,f88c4acb-a9b6-11ea-b6eb-0adaa880d7fe,636491.84,25.73404308,494,636491.84,25.73404308,494
Whitebit,criminal,f88c4f4c-a9b6-11ea-b6eb-0adaa880d7fe,270900.67,6.50382274,285,270900.67,6.50382274,285
Whitebit,dark market,f88c4a3b-a9b6-11ea-b6eb-0adaa880d7fe,13235736.34,296.55595732,1805,13235736.34,296.55595732,1805
Whitebit,exchange,f88c240d-a9b6-11ea-b6eb-0adaa880d7fe,6995833324.32,187345.74377182,153729,30431645057.09,1028440.84033444,533387
Whitebit,gambling,f88c473a-a9b6-11ea-b6eb-0adaa880d7fe,579918.95,25.39195967,1349,579918.95,25.39195967,1349
Whitebit,high risk exchange,f88c5069-a9b6-11ea-b6eb-0adaa880d7fe,596539902.9,23441.51663441,26676,596539902.9,23441.51663441,26676
Whitebit,hyip,f88c4b56-a9b6-11ea-b6eb-0adaa880d7fe,4881148.32,210.83651093,10089,4881148.32,210.83651093,10089
Whitebit,miner,f88c4bfd-a9b6-11ea-b6eb-0adaa880d7fe,17937406.92,691.31488885,31673,17937406.92,691.31488885,31673
Whitebit,mixer,f88c486d-a9b6-11ea-b6eb-0adaa880d7fe,681961.11,14.13414883,38,681961.11,14.13414883,38
Whitebit,pool,f88c491b-a9b6-11ea-b6eb-0adaa880d7fe,9767324.57,209.28681545,494,9767324.57,209.28681545,494
