entity_name,category,txs_sent,usd_sent,txs_recieved,usd_recieved,Sent_Risk_Percentage,Recieved_Risk_Percentage
BlockTrades.us,gambling,57,3685.28,20.0,940.6,0.02,0.02
BlockTrades.us,high risk exchange,760,274823.11,0.0,0.0,0.0,
Blockchain.com,criminal,840,2180682.01,100.0,232230.25,0.0,0.0
Blockchain.com,dark market,312,62532.22,25.0,121638.43,0.0,0.0
Blockchain.com,gambling,8544,3776692.57,3275.0,7811667.38,0.0,0.0
Blockchain.com,high risk exchange,5880,5668120.28,175.0,310155.81,0.0,0.0
Blockchain.com,hyip,13464,2202897434.94,59375.0,135525272.04,0.0,0.0
Blockchain.com,mixer,144,436683.7,0.0,0.0,0.0,
Blockchain.com,ransomware,72,3650.26,0.0,0.0,0.02,
Blocktrade,gambling,46,211146.52,72.0,54412.99,0.0,0.0
Bololex,criminal,66,33935.37,0.0,0.0,0.0,
Bololex,gambling,121,6862.4,108.0,33245.04,0.02,0.0
Bololex,high risk exchange,77,28259.25,36.0,31688.22,0.0,0.0
BonTrade,hyip,0,0.0,0.0,0.0,,
BrasilBitcoin,criminal,12186,2306170.62,285.0,22886.28,0.01,0.01
BrasilBitcoin,dark market,144,10327.32,0.0,0.0,0.01,
BrasilBitcoin,gambling,11052,1365391.61,1976.0,1708024.87,0.01,0.0
BrasilBitcoin,high risk exchange,864,122084.09,38.0,5088.92,0.01,0.01
BrasilBitcoin,hyip,3888,1349143.68,855.0,131376.36,0.0,0.01
BrasilBitcoin,ransomware,36,147.0,0.0,0.0,0.24,
BrooksInvest,criminal,2143,374383.61,376.0,95869.93,0.01,0.0
BrooksInvest,dark market,2131,221668.78,298.0,124635.56,0.01,0.0
BrooksInvest,gambling,22109,4121333.61,6972.0,4710304.12,0.01,0.0
BrooksInvest,high risk exchange,3958,2204773.97,610.0,1106594.35,0.0,0.0
BrooksInvest,hyip,826,579562.31,36.0,16247.56,0.0,0.0
BrooksInvest,mixer,118,131004.57,4.0,3086.75,0.0,0.0
BrooksInvest,ransomware,69,17802.33,6.0,463.19,0.0,0.01
BtcBank,criminal,14,1236.13,0.0,0.0,0.01,
BtcBank,dark market,234,23255.63,78.0,54011.14,0.01,0.0
BtcBank,gambling,38,9955.24,18.0,2029.94,0.0,0.01
BtcBank,high risk exchange,155,49857.96,342.0,178706.96,0.0,0.0
BtcBank,hyip,12,1721.2,54.0,5804.32,0.01,0.01
BtcBank,ransomware,1,466.73,0.0,0.0,0.0,
BtcBox,gambling,315,412009.91,88.0,781793.25,0.0,0.0
BtcBox,high risk exchange,84,531149.64,0.0,0.0,0.0,
BtcMarkets.net,criminal,68,55184.48,0.0,0.0,0.0,
BtcMarkets.net,dark market,204,67210.49,90.0,27697.85,0.0,0.0
BtcMarkets.net,gambling,663,416388.0,720.0,1361762.63,0.0,0.0
BtcMarkets.net,high risk exchange,187,165942.94,18.0,10385.4,0.0,0.0
BtcMarkets.net,hyip,51,65805.73,54.0,3229.49,0.0,0.02
Buda,criminal,576,68131.25,17.0,6889.78,0.01,0.0
Buda,dark market,64,1718.88,0.0,0.0,0.04,
Buda,gambling,1024,194186.28,4080.0,5451856.77,0.01,0.0
Buda,high risk exchange,3328,3321139.33,629.0,477967.49,0.0,0.0
Buda,hyip,288,36638.97,1870.0,925459.41,0.01,0.0
BuenBit,criminal,32,23100.38,34.0,6411.23,0.0,0.01
BuenBit,gambling,2288,170295.47,2703.0,257688.74,0.01,0.01
BuenBit,high risk exchange,448,73555.85,153.0,27569.61,0.01,0.01
BuenBit,hyip,128,60631.01,612.0,94662.85,0.0,0.01
Busha,criminal,552,169711.29,1611.0,245851.54,0.0,0.01
Busha,dark market,50,3310.35,0.0,0.0,0.02,
Busha,gambling,108,7464.67,51.0,69896.42,0.01,0.0
Busha,high risk exchange,188,59524.19,57.0,30219.83,0.0,0.0
Busha,hyip,422,256810.63,6978.0,2232412.37,0.0,0.0
ButterproFXTrade,hyip,0,0.0,4.0,5886.88,,0.0
BuyCash,criminal,27,3104.92,0.0,0.0,0.01,
BuyCash,dark market,27,4786.83,0.0,0.0,0.01,
BuyCash,high risk exchange,0,0.0,0.0,0.0,,
Bybit,criminal,3440,2829061.59,2436.0,3999707.48,0.0,0.0
Bybit,dark market,11400,3737644.75,5145.0,5203933.01,0.0,0.0
Bybit,gambling,65220,116264205.67,29064.0,48053866.95,0.0,0.0
Bybit,high risk exchange,43320,86017146.23,40656.0,53560592.4,0.0,0.0
Bybit,hyip,3000,3159646.95,22554.0,18761014.79,0.0,0.0
Bybit,mixer,2140,48860461.25,630.0,45206658.3,0.0,0.0
Bybit,ransomware,220,83824.04,2037.0,11087667.06,0.0,0.0
Byex,dark market,14,167.58,0.0,0.0,0.08,
Byex,gambling,56,3303.4,0.0,0.0,0.02,
Byex,high risk exchange,42,27985.9,0.0,0.0,0.0,
Byex,hyip,56,15055.67,195.0,3536993.85,0.0,0.0
COSS,high risk exchange,51,23454.14,0.0,0.0,0.0,
CPXClassic,high risk exchange,8,4464.17,0.0,0.0,0.0,
Capex,gambling,4,2586.94,0.0,0.0,0.0,
Cashierest,criminal,36,164150.99,0.0,0.0,0.0,
CatEx,criminal,34,8300.66,0.0,0.0,0.0,
CatEx,high risk exchange,68,12198.03,54.0,8552.47,0.01,0.01
Celsius,criminal,1166,3529345.45,253.0,540377.22,0.0,0.0
Celsius,dark market,110,8408.1,23.0,2800.05,0.01,0.01
Celsius,gambling,4466,1614812.47,5957.0,2824600.5,0.0,0.0
Celsius,high risk exchange,1826,3023700.79,414.0,896604.7,0.0,0.0
Celsius,hyip,528,1132859.54,5152.0,13532859.57,0.0,0.0
Celsius,mixer,308,17440146.03,0.0,0.0,0.0,
Cex.io,criminal,2608,804218.61,255.0,32306.42,0.0,0.01
Cex.io,dark market,176,44778.0,34.0,11841.99,0.0,0.0
Cex.io,gambling,336,75878.2,1683.0,1346483.22,0.0,0.0
Cex.io,high risk exchange,1776,1879768.97,1003.0,1674853.58,0.0,0.0
Cex.io,hyip,1920,1657613.63,4522.0,2612407.93,0.0,0.0
Cex.io,mixer,16,143415.46,0.0,0.0,0.0,
ChainEx,criminal,340,26896.73,0.0,0.0,0.01,
ChainEx,gambling,20,707.51,0.0,0.0,0.03,
ChainEx,high risk exchange,120,95170.22,0.0,0.0,0.0,
ChainEx,hyip,160,58399.65,42.0,907.13,0.0,0.05
ChangeHero,criminal,108,11522.22,0.0,0.0,0.01,
ChangeHero,dark market,270,108674.42,323.0,658069.69,0.0,0.0
ChangeHero,gambling,450,880974.02,19.0,2010.66,0.0,0.01
ChangeHero,high risk exchange,1458,1424124.73,76.0,15887.89,0.0,0.0
ChangeHero,mixer,252,1019663.32,0.0,0.0,0.0,
Changenow,gambling,100,4153062.84,126.0,866501.42,0.0,0.0
Changenow,high risk exchange,220,2545754.0,483.0,100377.44,0.0,0.0
Changenow,mixer,920,35985180.95,21.0,3800.32,0.0,0.01
Cieloex,criminal,3850,370601.83,0.0,0.0,0.01,
Cieloex,dark market,18662,3115407.92,0.0,0.0,0.01,
Cieloex,gambling,15876,4142846.28,0.0,0.0,0.0,
Cieloex,high risk exchange,25914,21176345.95,0.0,0.0,0.0,
Cieloex,hyip,1834,2209865.33,0.0,0.0,0.0,
Cieloex,mixer,266,328186.62,0.0,0.0,0.0,
Cieloex,ransomware,2716,787086.4,0.0,0.0,0.0,
Coin.z.com,criminal,1460,1078677.04,21.0,1325.95,0.0,0.02
Coin.z.com,dark market,2400,644138.52,0.0,0.0,0.0,
Coin.z.com,gambling,47900,16719111.12,168.0,84509.27,0.0,0.0
Coin.z.com,high risk exchange,8520,16070792.84,42.0,433671.75,0.0,0.0
Coin.z.com,hyip,240,2062551.23,0.0,0.0,0.0,
Coin.z.com,mixer,420,1728474.15,0.0,0.0,0.0,
CoinBene,criminal,294,83648.89,22.0,1303.93,0.0,0.02
CoinBene,dark market,798,297162.05,220.0,33236.44,0.0,0.01
CoinBene,gambling,5691,5562184.84,15224.0,11491326.09,0.0,0.0
CoinBene,high risk exchange,4158,3840801.06,770.0,2139042.37,0.0,0.0
CoinBene,hyip,777,390427.61,4312.0,2222849.06,0.0,0.0
CoinBene,mixer,21,1996.23,22.0,452441.51,0.01,0.0
CoinBene,ransomware,42,4260.12,0.0,0.0,0.01,
CoinCafe,dark market,84,27612.91,0.0,0.0,0.0,
CoinCafe,gambling,7,756.53,0.0,0.0,0.01,
CoinDCX,criminal,688,200539.91,255.0,272672.67,0.0,0.0
CoinDCX,dark market,240,10557.52,0.0,0.0,0.02,
CoinDCX,gambling,688,512162.12,2125.0,525911.04,0.0,0.0
CoinDCX,high risk exchange,608,468372.95,34.0,53988.5,0.0,0.0
CoinDCX,hyip,496,323227.97,1037.0,427631.79,0.0,0.0
CoinDirect,dark market,18,2491.69,0.0,0.0,0.01,
CoinDirect,gambling,918,258700.13,114.0,55587.02,0.0,0.0
CoinDirect,high risk exchange,1674,452236.33,304.0,33205932.52,0.0,0.0
CoinDirect,hyip,252,60503.45,38.0,1335.65,0.0,0.03
CoinDirect,mixer,18,42518.79,0.0,0.0,0.0,
CoinEx,criminal,940,174954.18,210.0,66336.23,0.01,0.0
CoinEx,dark market,6960,776823.83,4011.0,2748341.44,0.01,0.0
CoinEx,gambling,10940,4892888.19,3675.0,5540417.74,0.0,0.0
CoinEx,high risk exchange,144660,89452874.91,5586.0,5441164.82,0.0,0.0
CoinEx,hyip,1180,1545451.81,2016.0,1152277.84,0.0,0.0
CoinEx,mixer,420,1336898.57,42.0,327202.88,0.0,0.0
CoinEx,ransomware,640,107909.34,63.0,39413.21,0.01,0.0
CoinFlex,gambling,51,118106.86,36.0,641.12,0.0,0.06
CoinFlex,high risk exchange,68,472164.22,54.0,27746.51,0.0,0.0
CoinJar.com,criminal,437,80007.84,528.0,612584.52,0.01,0.0
CoinJar.com,dark market,782,159730.58,240.0,50656.97,0.0,0.0
CoinJar.com,gambling,15341,5384471.96,22224.0,17378370.38,0.0,0.0
CoinJar.com,high risk exchange,598,412479.93,96.0,20322.37,0.0,0.0
CoinJar.com,hyip,736,1050711.16,2256.0,1479831.45,0.0,0.0
CoinJar.com,mixer,138,548686.43,48.0,155991.75,0.0,0.0
CoinMetro,criminal,95,1759365.84,20.0,27014.92,0.0,0.0
CoinMetro,dark market,19,2694.06,0.0,0.0,0.01,
CoinMetro,gambling,646,40513.92,460.0,112434.62,0.02,0.0
CoinMetro,high risk exchange,95,9112.92,0.0,0.0,0.01,
CoinMetro,hyip,152,79488.33,240.0,69842.58,0.0,0.0
CoinMotion.com,criminal,171,162747.5,20.0,8045.69,0.0,0.0
CoinMotion.com,dark market,2470,356989.55,60.0,4651.29,0.01,0.01
CoinMotion.com,gambling,9006,1002365.23,2420.0,1089778.97,0.01,0.0
CoinMotion.com,high risk exchange,1178,759128.54,120.0,220439.35,0.0,0.0
CoinMotion.com,hyip,494,126008.92,240.0,18791.11,0.0,0.01
CoinMotion.com,mixer,19,2949.24,0.0,0.0,0.01,
CoinPayments.net,criminal,2332,3456109.68,11845.0,588944.72,0.0,0.02
CoinPayments.net,dark market,1518,325231.82,32108.0,5044139.01,0.0,0.01
CoinPayments.net,gambling,4928,3777168.43,16123.0,5827360.47,0.0,0.0
CoinPayments.net,high risk exchange,87450,215680937.56,93840.0,33627468.26,0.0,0.0
CoinPayments.net,hyip,18722,30315852.6,139771.0,23798800.76,0.0,0.01
CoinPayments.net,mixer,1210,3981184.57,253.0,82285.44,0.0,0.0
CoinPayments.net,ransomware,66,26333.19,414.0,56255.19,0.0,0.01
CoinSmart,high risk exchange,20,46401.46,0.0,0.0,0.0,
CoinSmart,hyip,20,9869.04,21.0,18903.87,0.0,0.0
CoinSpot.com.au,criminal,4554,1019047.5,76.0,32682.77,0.0,0.0
CoinSpot.com.au,dark market,23148,5820126.56,2793.0,1021117.24,0.0,0.0
CoinSpot.com.au,gambling,389250,96116192.5,115824.0,110384591.39,0.0,0.0
CoinSpot.com.au,high risk exchange,11664,25630135.12,456.0,516454.84,0.0,0.0
CoinSpot.com.au,hyip,6444,4187769.53,4864.0,3000525.02,0.0,0.0
CoinSpot.com.au,mixer,1134,1015585.89,0.0,0.0,0.0,
CoinSpot.com.au,ransomware,54,145612.41,0.0,0.0,0.0,
CoinStart,criminal,192,2412.07,0.0,0.0,0.08,
CoinStart,dark market,12384,398884.12,1139.0,122056.01,0.03,0.01
CoinStart,gambling,512,8657.52,34.0,1205.65,0.06,0.03
CoinStart,high risk exchange,1232,26342.42,867.0,43835.31,0.05,0.02
CoinStart,hyip,192,5034.52,850.0,65178.46,0.04,0.01
CoinStart,mixer,16,632.38,0.0,0.0,0.03,
CoinTiger,criminal,60,5257.78,21.0,66.86,0.01,0.31
CoinTiger,dark market,40,11185.29,0.0,0.0,0.0,
CoinTiger,high risk exchange,2620,1768939.97,21.0,1544.63,0.0,0.01
CoinTiger,hyip,20,7422.61,21.0,498.35,0.0,0.04
CoinW,gambling,1,13.68,0.0,0.0,0.07,
CoinWorks,criminal,15,2634.39,0.0,0.0,0.01,
CoinWorks,gambling,125,9878.69,0.0,0.0,0.01,
CoinWorks,high risk exchange,29,15237.4,0.0,0.0,0.0,
CoinWorks,hyip,202,131308.78,0.0,0.0,0.0,
CoinZoom,criminal,391,108064.18,36.0,45101.58,0.0,0.0
CoinZoom,dark market,272,33034.11,0.0,0.0,0.01,
CoinZoom,gambling,2346,1033002.02,522.0,570487.11,0.0,0.0
CoinZoom,high risk exchange,544,1121144.28,18.0,21400.23,0.0,0.0
CoinZoom,hyip,748,1968515.99,720.0,225233.21,0.0,0.0
Coinbase,criminal,131428,21307212.24,37927.0,15691840.96,0.01,0.0
Coinbase,dark market,441452,47997148.82,80431.0,39435600.22,0.01,0.0
Coinbase,gambling,2896278,568006415.76,5051743.0,2962252884.63,0.01,0.0
Coinbase,high risk exchange,156684,71086528.02,170361.0,159431265.61,0.0,0.0
Coinbase,hyip,87956,65391224.26,375682.0,267240326.85,0.0,0.0
Coinbase,mixer,8492,26473118.58,851.0,1156407.55,0.0,0.0
Coinbase,ransomware,1848,1625812.21,506.0,276470.69,0.0,0.0
Coinbazaar,gambling,30,717.13,16.0,153.7,0.04,0.1
Coinbazaar,high risk exchange,1050,308475.6,224.0,7735.3,0.0,0.03
Coinbazaar,hyip,165,33654.73,256.0,27547.61,0.0,0.01
Coinbazaar,ransomware,30,41781.17,432.0,2665033.18,0.0,0.0
Coinbooth,hyip,0,0.0,0.0,0.0,,
Coincheck,criminal,1694,2006139.29,23.0,42200.81,0.0,0.0
Coincheck,dark market,352,72539.09,0.0,0.0,0.0,
Coincheck,gambling,71214,91818274.34,5474.0,15142446.94,0.0,0.0
Coincheck,high risk exchange,4114,20505032.55,644.0,636963.98,0.0,0.0
Coincheck,hyip,1188,2661376.41,23.0,16960.19,0.0,0.0
Coincheck,mixer,506,255802.78,0.0,0.0,0.0,
Coincheck,ransomware,110,308030.22,0.0,0.0,0.0,
Coincola,criminal,2924,819355.6,4302.0,820152.18,0.0,0.01
Coincola,dark market,1445,652743.6,180.0,43725.67,0.0,0.0
Coincola,gambling,2941,1610452.55,432.0,6939631.83,0.0,0.0
Coincola,high risk exchange,1683,5900781.51,432.0,141910.82,0.0,0.0
Coincola,hyip,5695,7488355.89,46314.0,13849534.75,0.0,0.0
Coindeal,dark market,17,3327.04,0.0,0.0,0.01,
Coindeal,hyip,17,2760.1,0.0,0.0,0.01,
Coineal,criminal,19,4805.35,20.0,12452.4,0.0,0.0
Coineal,gambling,57,32754.19,20.0,115094.61,0.0,0.0
Coineal,high risk exchange,114,59618.35,0.0,0.0,0.0,
Coinfloor,hyip,15,733.11,0.0,0.0,0.02,
Coingate,criminal,590,34135666.91,1573.0,33512.09,0.0,0.05
Coingate,hyip,10,37821.17,6798.0,250047.59,0.0,0.03
CoinhubMongolia,gambling,14,2098.76,0.0,0.0,0.01,
CoinhubMongolia,high risk exchange,2,951.78,0.0,0.0,0.0,
CoinhubMongolia,hyip,31,32639.6,0.0,0.0,0.0,
Coinmate.io,criminal,136,130459.51,72.0,553239.78,0.0,0.0
Coinmate.io,dark market,204,70256.13,0.0,0.0,0.0,
Coinmate.io,gambling,119,72447.84,270.0,3221743.43,0.0,0.0
Coinmate.io,high risk exchange,1156,5641403.67,954.0,22440035.13,0.0,0.0
Coinmate.io,hyip,782,348567.75,4266.0,937110.15,0.0,0.0
Coinme,gambling,12,535.84,0.0,0.0,0.02,
Coinolution,gambling,4,2081.79,0.0,0.0,0.0,
Coinolution,hyip,24,9922.3,0.0,0.0,0.0,
Coinomi,criminal,10,1100.04,12.0,840.42,0.01,0.01
Coinomi,gambling,5,243.46,6.0,204.51,0.02,0.03
Coinomi,high risk exchange,15,1730.56,18.0,1419.0,0.01,0.01
Coinone,criminal,200,55112.45,0.0,0.0,0.0,
Coinone,gambling,20,75.41,84.0,44854.38,0.27,0.0
Coinone,ransomware,520,425682.98,0.0,0.0,0.0,
CoinsPaid,criminal,26,29775.21,32.0,11154.92,0.0,0.0
CoinsPaid,dark market,126,74781.63,610.0,326374.52,0.0,0.0
CoinsPaid,gambling,6314,2024808.72,2854.0,698143.96,0.0,0.0
CoinsPaid,high risk exchange,3060,2393085.85,3340.0,434700.11,0.0,0.01
CoinsPaid,hyip,834,561779.97,22116.0,2721202.77,0.0,0.01
CoinsPaid,mixer,8,25704.67,0.0,0.0,0.0,
CoinsPaid,ransomware,1,120.92,0.0,0.0,0.01,
CoinsTH,criminal,11172,1302441.89,765.0,41625.49,0.01,0.02
CoinsTH,dark market,1344,128213.4,30.0,332.77,0.01,0.09
CoinsTH,gambling,54978,2793413.73,28920.0,4732777.19,0.02,0.01
CoinsTH,high risk exchange,3108,627100.72,915.0,379859.13,0.0,0.0
CoinsTH,hyip,16968,6922271.59,4830.0,2351099.29,0.0,0.0
CoinsTH,ransomware,42,7612.85,0.0,0.0,0.01,
Coinsbit,criminal,36,21003.54,0.0,0.0,0.0,
Coinsbit,dark market,18,17797.15,0.0,0.0,0.0,
Coinsbit,gambling,288,60134.73,57.0,25355.98,0.0,0.0
Coinsbit,high risk exchange,1008,1098843.87,285.0,324535.42,0.0,0.0
Coinsbit,hyip,54,7879.6,1102.0,1330229.18,0.01,0.0
Coinsenda,criminal,78,4665.02,0.0,0.0,0.02,
Coinsenda,gambling,78,658.67,126.0,49112.69,0.12,0.0
Coinsenda,high risk exchange,429,195657.76,14.0,414.3,0.0,0.03
Coinsenda,hyip,156,60298.94,784.0,137778.55,0.0,0.01
Coinsquare.io,criminal,105,17260.62,0.0,0.0,0.01,
Coinsquare.io,dark market,546,242651.76,44.0,16774.57,0.0,0.0
Coinsquare.io,gambling,10059,5876986.87,3652.0,6263261.01,0.0,0.0
Coinsquare.io,high risk exchange,672,2664488.81,44.0,22386.1,0.0,0.0
Coinsquare.io,hyip,672,1054013.62,264.0,487391.65,0.0,0.0
Coinsquare.io,mixer,21,15132.66,0.0,0.0,0.0,
Coinsuper,criminal,0,0.0,0.0,0.0,,
Cointrade.cc,dark market,6,939.78,0.0,0.0,0.01,
Cointrade.cc,gambling,6,331.4,0.0,0.0,0.02,
Coinut,high risk exchange,19,11668.43,0.0,0.0,0.0,
Coinygram,gambling,18,9121.11,0.0,0.0,0.0,
CopperProfit,hyip,0,0.0,0.0,0.0,,
Copter,high risk exchange,45,3104.64,0.0,0.0,0.01,
Copter,hyip,9,692.54,0.0,0.0,0.01,
Crex24Pro,criminal,0,0.0,0.0,0.0,,
Crex24Pro,gambling,4,459219.55,14.0,1004.08,0.0,0.01
Crex24Pro,high risk exchange,17,58097.18,60.0,65030.46,0.0,0.0
Crex24Pro,mixer,1,505.16,0.0,0.0,0.0,
Cripex,gambling,60,14151.2,0.0,0.0,0.0,
Cripex,high risk exchange,630,722569.54,0.0,0.0,0.0,
Cripex,hyip,75,1785.5,0.0,0.0,0.04,
Cripta,criminal,1,35.71,0.0,0.0,0.03,
Cripta,dark market,712,30475.55,246.0,32898.14,0.02,0.01
Cripta,gambling,87,2275.76,38.0,2734.91,0.04,0.01
Cripta,high risk exchange,41,2199.86,70.0,4096.11,0.02,0.02
Cripta,hyip,4,238.51,40.0,7146.73,0.02,0.01
CrossExchange,gambling,17,14231.64,0.0,0.0,0.0,
CrossTower,high risk exchange,48,117782.72,0.0,0.0,0.0,
Cryptal,gambling,78,4437.17,33.0,9101.74,0.02,0.0
Cryptal,high risk exchange,4,1914.37,12.0,1984.2,0.0,0.01
Cryptal,hyip,2,31.52,0.0,0.0,0.06,
Cryptex,criminal,17,914.61,0.0,0.0,0.02,
Cryptex,high risk exchange,595,33529410.31,180.0,1761952.72,0.0,0.0
Cryptex,mixer,17,71151.53,0.0,0.0,0.0,
Crypto.com,criminal,41840,28514874.78,1512.0,1383578.76,0.0,0.0
Crypto.com,dark market,40440,8215366.43,1239.0,377255.33,0.0,0.0
Crypto.com,gambling,1158120,572229571.88,281799.0,424772154.12,0.0,0.0
Crypto.com,high risk exchange,78040,104183554.85,9660.0,22145857.15,0.0,0.0
Crypto.com,hyip,114620,172671192.92,50694.0,85883021.92,0.0,0.0
Crypto.com,mixer,4980,14099044.86,42.0,51996.55,0.0,0.0
Crypto.com,ransomware,140,164217.23,0.0,0.0,0.0,
CryptoAltum,gambling,9,236.88,4.0,95.08,0.04,0.04
Cryptology,criminal,19,1925.47,20.0,9858391.87,0.01,0.0
Cryptology,dark market,57,20469.36,0.0,0.0,0.0,
Cryptology,gambling,95,709138.14,0.0,0.0,0.0,
Cryptology,high risk exchange,2888,65595837.19,80.0,708.2,0.0,0.11
Cryptology,hyip,38,4977.0,60.0,8631.72,0.01,0.01
Cryptology,mixer,209,141775.81,0.0,0.0,0.0,
Cryptology,ransomware,19,18273.65,20.0,1244.69,0.0,0.02
Cryptonator.com,criminal,1720,743903.4,1029.0,27857.64,0.0,0.04
Cryptonator.com,dark market,14620,14761831.9,20076.0,32626710.05,0.0,0.0
Cryptonator.com,gambling,1220,613988.71,588.0,688898.47,0.0,0.0
Cryptonator.com,high risk exchange,34600,36499569.22,28875.0,6289684.93,0.0,0.0
Cryptonator.com,hyip,220,46303.41,12747.0,6155816.92,0.0,0.0
Cryptonator.com,mixer,200,1279567.22,42.0,303.74,0.0,0.14
Currency,criminal,176,38978.1,161.0,3721.51,0.0,0.04
Currency,dark market,3520,286341.57,69.0,8546.71,0.01,0.01
Currency,gambling,726,81754.28,184.0,48460.16,0.01,0.0
Currency,high risk exchange,4752,12740039.58,2392.0,2414596.86,0.0,0.0
Currency,hyip,946,1295795.82,1978.0,1301835.96,0.0,0.0
Currency,ransomware,44,16968.37,0.0,0.0,0.0,
CyberBTC,gambling,19,224.63,20.0,9193.7,0.08,0.0
CyberBTC,high risk exchange,114,6801267.81,100.0,68523.82,0.0,0.0
DecentralizedHedgeFund,high risk exchange,3,2758.06,0.0,0.0,0.0,
Decoin,hyip,16,9589.99,0.0,0.0,0.0,
DeltaExchange,gambling,255,442842.49,18.0,872.32,0.0,0.02
DeltaExchange,high risk exchange,68,36900.91,0.0,0.0,0.0,
Deribit,criminal,68,7023229.51,0.0,0.0,0.0,
Deribit,dark market,34,3318.29,0.0,0.0,0.01,
Deribit,gambling,51,10686.8,90.0,458203.95,0.0,0.0
Deribit,high risk exchange,952,17394685.89,252.0,272713.05,0.0,0.0
Deribit,ransomware,17,997.46,126.0,1250987.37,0.02,0.0
Deriv,criminal,239,44225.38,3278.0,198646.31,0.01,0.02
Deriv,dark market,3,79.86,2.0,8.8,0.04,0.23
Deriv,gambling,32,8113.63,96.0,12594.49,0.0,0.01
Deriv,high risk exchange,654,284542.99,228.0,20959.37,0.0,0.01
Deriv,hyip,262,103154.73,3796.0,724050.0,0.0,0.01
DexTrade,criminal,34,364870.98,0.0,0.0,0.0,
DexTrade,high risk exchange,221,72247.27,72.0,152220.84,0.0,0.0
DigiFinex,criminal,92,34039.11,24.0,23794.32,0.0,0.0
DigiFinex,dark market,46,2437.2,0.0,0.0,0.02,
DigiFinex,gambling,207,15434.42,72.0,57242.23,0.01,0.0
DigiFinex,high risk exchange,1035,748716.94,192.0,66822.02,0.0,0.0
DigiFinex,mixer,69,252701.5,0.0,0.0,0.0,
Digitex,gambling,3,89.91,0.0,0.0,0.03,
DmmBitcoin,criminal,242,212138.46,0.0,0.0,0.0,
DmmBitcoin,dark market,1034,196580.42,0.0,0.0,0.01,
DmmBitcoin,gambling,1826,1261585.51,1104.0,526992.31,0.0,0.0
DmmBitcoin,high risk exchange,132,27433.69,46.0,134188.08,0.0,0.0
DmmBitcoin,hyip,1430,4838498.41,23.0,940.43,0.0,0.02
DmmBitcoin,ransomware,22,38392.37,0.0,0.0,0.0,
DuckDice,criminal,2,37.51,0.0,0.0,0.05,
DuckDice,dark market,2,292.26,18.0,1081.01,0.01,0.02
DuckDice,gambling,768,313033.24,630.0,169921.88,0.0,0.0
DuckDice,high risk exchange,452,99536.97,24.0,2060.11,0.0,0.01
DuckDice,hyip,8,5249.26,129.0,55791.64,0.0,0.0
DuckDice,malware,4,1420.69,0.0,0.0,0.0,
DuckDice,mixer,6,3312.86,0.0,0.0,0.0,
Duelbits,criminal,28,2680.33,0.0,0.0,0.01,
Duelbits,dark market,50,6099.16,9.0,2072.12,0.01,0.0
Duelbits,gambling,1190,501947.57,2214.0,799762.4,0.0,0.0
Duelbits,high risk exchange,172,203325.52,216.0,661946.96,0.0,0.0
Duelbits,hyip,570,373741.46,3492.0,480262.25,0.0,0.01
Duelbits,mixer,6,3870.83,0.0,0.0,0.0,
EcumenicalExpertMining,hyip,0,0.0,0.0,0.0,,
Elegro,gambling,2,16.11,0.0,0.0,0.12,
Eqonex,hyip,10,87800.77,0.0,0.0,0.0,
Etoro,gambling,18,4370.74,0.0,0.0,0.0,
ExMoney,dark market,128,7837.93,0.0,0.0,0.02,
ExMoney,high risk exchange,96,4507.15,102.0,1197.28,0.02,0.09
ExMoney,hyip,16,1135.45,221.0,2343.2,0.01,0.09
Exbitron,gambling,10,4926.26,0.0,0.0,0.0,
Exbitron,high risk exchange,25,7040.18,6.0,859.97,0.0,0.01
Excoino,high risk exchange,0,0.0,0.0,0.0,,
Exmo.com,dark market,100,22188.9,1554.0,580836.1,0.0,0.0
Exmo.com,high risk exchange,980,2141982.25,10584.0,13135753.53,0.0,0.0
Exscudo,gambling,42,1586.56,0.0,0.0,0.03,
Exscudo,high risk exchange,378,60226.11,88.0,8034.86,0.01,0.01
Exscudo,hyip,63,1720.3,0.0,0.0,0.04,
Exscudo,ransomware,21,142952.96,0.0,0.0,0.0,
FBSMarkets,criminal,133,17432.86,0.0,0.0,0.01,
FBSMarkets,gambling,28,2433.55,0.0,0.0,0.01,
FBSMarkets,high risk exchange,1155,674522.52,0.0,0.0,0.0,
FBSMarkets,hyip,133,9912.96,0.0,0.0,0.01,
FTXUS,criminal,1065,167518.33,208.0,23735.51,0.01,0.01
FTXUS,dark market,300,43422.8,48.0,8812.34,0.01,0.01
FTXUS,gambling,19350,10765498.7,10528.0,16449892.57,0.0,0.0
FTXUS,high risk exchange,1590,2252692.84,336.0,436734.6,0.0,0.0
FTXUS,hyip,1320,1360657.67,2976.0,6107234.93,0.0,0.0
FTXUS,mixer,120,813332.71,16.0,2351406.56,0.0,0.0
FTXUS,ransomware,15,26558.07,0.0,0.0,0.0,
FatBTC,high risk exchange,17,18759.07,0.0,0.0,0.0,
FaucetPay,criminal,32,354.17,81.0,3073.55,0.09,0.03
FaucetPay,dark market,10,117.76,0.0,0.0,0.08,
FaucetPay,gambling,672,23592.47,366.0,27162.37,0.03,0.01
FaucetPay,high risk exchange,1002,41063.74,144.0,26558.85,0.02,0.01
FaucetPay,hyip,110,1775.79,156.0,2859.19,0.06,0.05
