entity_name,category,txs_sent,usd_sent,txs_recieved,usd_recieved,Sent_Risk_Percentage,Recieved_Risk_Percentage
Felixo,gambling,18,7046.96,57.0,1211.56,0.0,0.05
Ferma,criminal,418,8549.13,0.0,0.0,0.05,
Ferma,dark market,19513,794275.41,620.0,98674.84,0.02,0.01
Ferma,gambling,1995,30655.42,180.0,9485.06,0.07,0.02
Ferma,high risk exchange,2337,143293.75,880.0,301328.51,0.02,0.0
Ferma,hyip,570,23125.39,1360.0,206489.46,0.02,0.01
Ferriswheel,high risk exchange,100,5339969.31,0.0,0.0,0.0,
Finblox,hyip,1,51.0,0.0,0.0,0.02,
FinexBox,criminal,34,21181.53,0.0,0.0,0.0,
FinexBox,high risk exchange,17,1227.33,0.0,0.0,0.01,
Firi,criminal,4,1151.7,3.0,124.76,0.0,0.02
Firi,dark market,12,1427.94,0.0,0.0,0.01,
Firi,gambling,926,343198.39,933.0,439343.79,0.0,0.0
Firi,high risk exchange,44,120521.81,0.0,0.0,0.0,
Firi,hyip,8,16010.86,90.0,26818.38,0.0,0.0
Firi,mixer,2,2297.88,0.0,0.0,0.0,
FixedFloat,criminal,238,9687.83,36.0,10967.15,0.02,0.0
FixedFloat,dark market,238,45144.33,0.0,0.0,0.01,
FixedFloat,gambling,4709,9622382.51,72.0,6251.25,0.0,0.01
FixedFloat,high risk exchange,23222,8163495.46,504.0,183355.5,0.0,0.0
FixedFloat,hyip,663,474244.83,18.0,106.1,0.0,0.17
FixedFloat,mixer,1734,3393489.8,0.0,0.0,0.0,
FixedFloat,ransomware,17,50.78,0.0,0.0,0.33,
Fokawa,gambling,18,4039.74,0.0,0.0,0.0,
FortuneJack,dark market,3,1166.63,8.0,1213.75,0.0,0.01
FortuneJack,gambling,45,36600.5,108.0,48334.36,0.0,0.0
FortuneJack,high risk exchange,18,13210.29,8.0,11496.89,0.0,0.0
FortuneJack,hyip,118,160031.5,1264.0,448982.77,0.0,0.0
FoxBit.com.br,criminal,216,432893.77,19.0,9123.05,0.0,0.0
FoxBit.com.br,dark market,18,1260.14,0.0,0.0,0.01,
FoxBit.com.br,gambling,720,1422683.91,1957.0,1533591.34,0.0,0.0
FoxBit.com.br,high risk exchange,342,1175596.08,19.0,5730.64,0.0,0.0
FoxBit.com.br,hyip,270,243654.24,608.0,64140.64,0.0,0.01
FoxBit.com.br,mixer,18,88301.63,0.0,0.0,0.0,
FreeBitcoin,gambling,0,0.0,0.0,0.0,,
FreeBitcoins,gambling,32,15472.79,51.0,28691.56,0.0,0.0
FreeBitcoins,high risk exchange,256,162056.66,0.0,0.0,0.0,
FreeBitcoins,hyip,16,3382.73,0.0,0.0,0.0,
FreedomGateway,criminal,22,1567.0,0.0,0.0,0.01,
FreedomGateway,high risk exchange,22,6948.45,0.0,0.0,0.0,
FreedomGateway,hyip,112,153975.45,0.0,0.0,0.0,
FreiExchange,dark market,19,5778.54,0.0,0.0,0.0,
FreiExchange,gambling,38,29570.76,520.0,70246.32,0.0,0.01
FreiExchange,high risk exchange,399,166894.24,100.0,62892.95,0.0,0.0
Fusion,gambling,40,44343.67,0.0,0.0,0.0,
Fusion,mixer,2,84375.7,0.0,0.0,0.0,
FxChoice,hyip,7,349.56,768.0,261752.53,0.02,0.0
GOPAX,criminal,17,329682.13,0.0,0.0,0.0,
GOPAX,gambling,17,12784.76,18.0,2969.33,0.0,0.01
GSPartners,criminal,7,1012.04,0.0,0.0,0.01,
GSPartners,hyip,7,5253.46,0.0,0.0,0.0,
Gamdom,criminal,24,17166.41,6.0,35.03,0.0,0.17
Gamdom,dark market,46,3908.0,6.0,348.8,0.01,0.02
Gamdom,gambling,2868,696231.45,2037.0,783672.95,0.0,0.0
Gamdom,high risk exchange,1034,233475.45,228.0,20431.57,0.0,0.01
Gamdom,hyip,774,520444.82,4653.0,1353743.2,0.0,0.0
Gamdom,mixer,16,14101.21,0.0,0.0,0.0,
Garantex,gambling,112,144708.26,88.0,68325.39,0.0,0.0
Garantex,high risk exchange,4935,18222086.2,33120.0,369390256.33,0.0,0.0
Garantex,hyip,56,159900.95,1856.0,2021506.45,0.0,0.0
Garantex,mixer,7,7579.86,16.0,4357574.39,0.0,0.0
Garantex,ransomware,28,667967.92,88.0,1222300.84,0.0,0.0
Gate.io,criminal,512,540373.69,1139.0,1154873.41,0.0,0.0
Gate.io,dark market,1088,1012976.08,2431.0,1981579.3,0.0,0.0
Gate.io,gambling,4704,8659003.87,4624.0,5950465.04,0.0,0.0
Gate.io,high risk exchange,9664,34332224.18,7140.0,46756922.06,0.0,0.0
Gate.io,hyip,832,1112563.89,11458.0,9520656.67,0.0,0.0
Gate.io,mixer,160,21415989.33,17.0,205483.77,0.0,0.0
GateHub,high risk exchange,18,31517.58,0.0,0.0,0.0,
GateHub,hyip,18,6076.17,38.0,40678.16,0.0,0.0
Gemini.com,criminal,9232,4365785.3,323.0,165298.38,0.0,0.0
Gemini.com,dark market,17168,2786670.84,187.0,17746.21,0.01,0.01
Gemini.com,gambling,89472,70018900.78,28373.0,51480337.91,0.0,0.0
Gemini.com,high risk exchange,12320,23631112.3,952.0,1336475.54,0.0,0.0
Gemini.com,hyip,16560,51294573.39,7735.0,17351929.38,0.0,0.0
Gemini.com,malware,16,191.2,0.0,0.0,0.08,
Gemini.com,mixer,1792,15705406.47,34.0,35882.79,0.0,0.0
Gemini.com,ransomware,32,141142.89,0.0,0.0,0.0,
Giottus,criminal,14,4628.16,0.0,0.0,0.0,
Giottus,dark market,4,61.37,0.0,0.0,0.07,
Giottus,gambling,218,722298.51,219.0,50333.95,0.0,0.0
Giottus,high risk exchange,8,24202.81,0.0,0.0,0.0,
Giottus,hyip,86,74456.37,66.0,17372.23,0.0,0.0
Globiance,high risk exchange,32,85333.65,0.0,0.0,0.0,
GoUrl,criminal,15,3811.65,5.0,352.36,0.0,0.01
GoUrl,high risk exchange,9,2671.93,66.0,3884.68,0.0,0.02
GoUrl,hyip,21,7106.36,290.0,50223.5,0.0,0.01
Graviex,criminal,418,530896.84,140.0,977800.06,0.0,0.0
Graviex,dark market,19,8086.61,0.0,0.0,0.0,
Graviex,gambling,209,310276.2,0.0,0.0,0.0,
Graviex,high risk exchange,1729,8117823.15,220.0,934909.37,0.0,0.0
Graviex,mixer,76,170213.17,0.0,0.0,0.0,
HBTC,high risk exchange,14,9857.92,0.0,0.0,0.0,
Hi.com,gambling,6,201.17,0.0,0.0,0.03,
HitBtc.com,criminal,1071,1353609.72,198.0,529526.47,0.0,0.0
HitBtc.com,dark market,5250,1055946.5,1430.0,1640598.63,0.0,0.0
HitBtc.com,gambling,8127,96083215.85,1958.0,1603740.22,0.0,0.0
HitBtc.com,high risk exchange,26649,47475145.61,3014.0,8549865.72,0.0,0.0
HitBtc.com,hyip,1134,603817.58,15774.0,1042083294.43,0.0,0.0
HitBtc.com,malware,42,240192.96,0.0,0.0,0.0,
HitBtc.com,mixer,1512,11410327.66,110.0,285024.81,0.0,0.0
HitBtc.com,ransomware,63,13819.89,22.0,190348.58,0.0,0.0
Hodlnaut,criminal,6,121.05,0.0,0.0,0.05,
Hodlnaut,high risk exchange,42,46826.95,28.0,4707.86,0.0,0.01
Hodlnaut,hyip,12,106167.05,105.0,175846.09,0.0,0.0
Hodlnaut,mixer,12,1411478.9,0.0,0.0,0.0,
Hold,high risk exchange,2,5145.77,0.0,0.0,0.0,
Hold,hyip,4,441.97,0.0,0.0,0.01,
HolyTransaction.com,dark market,10,1386.34,152.0,99054.13,0.01,0.0
HolyTransaction.com,gambling,2,2673.5,4.0,1424.04,0.0,0.0
HolyTransaction.com,high risk exchange,21,9921.84,150.0,31329.81,0.0,0.0
HolyTransaction.com,mixer,3,3859.46,0.0,0.0,0.0,
Hoo,criminal,120,14317.34,0.0,0.0,0.01,
Hoo,dark market,195,111886.55,0.0,0.0,0.0,
Hoo,gambling,105,10081.02,16.0,15315.39,0.01,0.0
Hoo,high risk exchange,435,430742.82,32.0,11204.16,0.0,0.0
Hoo,hyip,870,672225.83,720.0,611360.67,0.0,0.0
Hotbit,criminal,374,138897.54,621.0,149083.17,0.0,0.0
Hotbit,dark market,462,542181.62,1679.0,2643957.4,0.0,0.0
Hotbit,gambling,1034,3126869.71,897.0,1342664.44,0.0,0.0
Hotbit,high risk exchange,1936,1795701.03,1035.0,3983672.26,0.0,0.0
Hotbit,hyip,264,54848.66,3358.0,2282962.07,0.0,0.0
Hotbit,mixer,198,2098278.72,69.0,4275509.65,0.0,0.0
Hugosway,high risk exchange,15,1493.74,6.0,604.18,0.01,0.01
HuobiGlobal,criminal,13002,11316676.6,874.0,5390997.94,0.0,0.0
HuobiGlobal,dark market,25124,33791857.97,28428.0,58525639.02,0.0,0.0
HuobiGlobal,gambling,19140,97308300.76,7613.0,15931156.96,0.0,0.0
HuobiGlobal,high risk exchange,58454,831034264.29,39330.0,353146911.05,0.0,0.0
HuobiGlobal,hyip,4070,6752991.17,17043.0,34564102.88,0.0,0.0
HuobiGlobal,mixer,3102,38483660.25,322.0,20400316.67,0.0,0.0
HuobiGlobal,ransomware,440,584733.8,1242.0,171099460.85,0.0,0.0
HuobiJapan,criminal,95,15222.03,0.0,0.0,0.01,
HuobiJapan,dark market,1102,302915.32,0.0,0.0,0.0,
HuobiJapan,gambling,152,97154.95,120.0,259502.04,0.0,0.0
HuobiJapan,high risk exchange,551,13803407.83,60.0,19532.46,0.0,0.0
HuobiJapan,hyip,19,6800.98,0.0,0.0,0.0,
HuobiJapan,mixer,76,310248.15,0.0,0.0,0.0,
HuobiKorea,criminal,18,959.05,0.0,0.0,0.02,
IconicTrades,hyip,0,0.0,0.0,0.0,,
IndependentReserve,gambling,288,133217.25,1520.0,200360381.27,0.0,0.0
IndependentReserve,high risk exchange,414,6372632.22,0.0,0.0,0.0,
IndependentReserve,hyip,18,1105.38,437.0,262784.08,0.02,0.0
IndependentReserve,mixer,18,91086.47,0.0,0.0,0.0,
IndoEx,criminal,16,328.67,0.0,0.0,0.05,
IndoEx,dark market,16,447.6,0.0,0.0,0.04,
IndoEx,gambling,144,9164.7,0.0,0.0,0.02,
Indodax,criminal,595,116522.93,216.0,263560.18,0.01,0.0
Indodax,dark market,255,50880.89,1476.0,970171.85,0.01,0.0
Indodax,gambling,5185,9575497.72,17244.0,14286656.78,0.0,0.0
Indodax,high risk exchange,1377,3728157.23,3618.0,2791732.64,0.0,0.0
Indodax,hyip,323,130387.29,5436.0,2150175.62,0.0,0.0
Indodax,mixer,17,2553.97,108.0,152431.47,0.01,0.0
InstaForex,high risk exchange,16,234.29,85.0,11192.4,0.07,0.01
Ionomy,gambling,22,88941.77,0.0,0.0,0.0,
Ionomy,high risk exchange,77,39036.0,0.0,0.0,0.0,
JetCrypto,dark market,12,540.77,0.0,0.0,0.02,
JetCrypto,hyip,168,163129.27,0.0,0.0,0.0,
Jubiter,high risk exchange,19,4703.94,0.0,0.0,0.0,
Just2Trade,high risk exchange,14,26575.33,75.0,78383.23,0.0,0.0
Just2Trade,hyip,28,249243.05,0.0,0.0,0.0,
KOT4X,gambling,12,188623.54,84.0,13374.1,0.0,0.01
KOT4X,high risk exchange,6,288.33,0.0,0.0,0.02,
KOT4X,hyip,6,3803.35,679.0,199659.61,0.0,0.0
Kassa,criminal,54,3505.15,0.0,0.0,0.02,
Kassa,dark market,24930,1941297.8,2812.0,397682.58,0.01,0.01
Kassa,gambling,1674,106067.78,380.0,102258.46,0.02,0.0
Kassa,high risk exchange,1890,257240.91,722.0,359779.24,0.01,0.0
Kassa,hyip,2052,792387.04,931.0,265208.54,0.0,0.0
Kassa,ransomware,72,3567.75,0.0,0.0,0.02,
KickEx,dark market,128,8414.19,0.0,0.0,0.02,
KickEx,gambling,16,8031.94,0.0,0.0,0.0,
KickEx,high risk exchange,112,133598.55,0.0,0.0,0.0,
Kinesis,gambling,6,322.98,0.0,0.0,0.02,
Kinesis,high risk exchange,24,19563.24,0.0,0.0,0.0,
Kinesis,hyip,6,797.21,0.0,0.0,0.01,
Klickl,criminal,3,673.79,0.0,0.0,0.0,
Klickl,gambling,6,40075.08,0.0,0.0,0.0,
Koinim,gambling,375,238955.01,80.0,13992.93,0.0,0.01
Koinim,high risk exchange,15,116400.65,16.0,266.53,0.0,0.06
Kraken.com,criminal,4116,7171151.81,2970.0,33932400.87,0.0,0.0
Kraken.com,dark market,36015,7904937.99,7194.0,3817930.1,0.0,0.0
Kraken.com,gambling,185619,259124382.72,134706.0,910602863.8,0.0,0.0
Kraken.com,high risk exchange,59136,230895757.44,11462.0,100198706.49,0.0,0.0
Kraken.com,hyip,8526,20871671.99,26158.0,30691097.46,0.0,0.0
Kraken.com,mixer,2898,24066142.01,242.0,17139760.16,0.0,0.0
Kraken.com,ransomware,21,1388.06,44.0,5702934.4,0.02,0.0
KuCoin,criminal,17220,10688556.13,8558.0,4162833.87,0.0,0.0
KuCoin,dark market,37800,10368043.93,9372.0,9084291.42,0.0,0.0
KuCoin,gambling,216447,311060056.13,82016.0,190823184.09,0.0,0.0
KuCoin,high risk exchange,121800,241959641.12,29656.0,52654976.55,0.0,0.0
KuCoin,hyip,20727,25179066.21,79288.0,78722134.72,0.0,0.0
KuCoin,mixer,9198,104889166.55,638.0,2157478.79,0.0,0.0
KuCoin,ransomware,252,156299.82,374.0,987370.61,0.0,0.0
Kuna,criminal,520,71101.92,399.0,530155.54,0.01,0.0
Kuna,dark market,2940,1674559.53,231.0,61596.49,0.0,0.0
Kuna,gambling,3640,443984684.0,1974.0,1108251.01,0.0,0.0
Kuna,high risk exchange,14580,12951281.24,28728.0,163609996.67,0.0,0.0
Kuna,hyip,1160,836566.0,6594.0,2377520.53,0.0,0.0
Kuna,mixer,760,1883426.93,63.0,106824.5,0.0,0.0
Kuna,ransomware,20,2591.84,42.0,35112.21,0.01,0.0
Kyrrex,dark market,60,4316772.95,0.0,0.0,0.0,
Kyrrex,gambling,2750,2367473.3,0.0,0.0,0.0,
Kyrrex,high risk exchange,540,2617158.62,0.0,0.0,0.0,
Kyrrex,hyip,30,26577.78,0.0,0.0,0.0,
Kyrrex,mixer,130,1244692.1,0.0,0.0,0.0,
Kyrrex,ransomware,10,9784.99,0.0,0.0,0.0,
LBank,criminal,592,88180.46,170.0,32949.77,0.01,0.01
LBank,dark market,272,72245.96,0.0,0.0,0.0,
LBank,gambling,4736,12342350.05,782.0,881571.05,0.0,0.0
LBank,high risk exchange,1552,1053669.45,170.0,67364.32,0.0,0.0
LBank,hyip,416,134085.6,1819.0,557941.39,0.0,0.0
LBank,mixer,32,309127.72,0.0,0.0,0.0,
Lemon,criminal,112,9392.66,0.0,0.0,0.01,
Lemon,gambling,76576,4677343.44,0.0,0.0,0.02,
Lemon,high risk exchange,336,48861.27,0.0,0.0,0.01,
Lemon,hyip,176,6768.9,0.0,0.0,0.03,
Lendingblock,hyip,5,187.35,0.0,0.0,0.03,
LetsBIT,criminal,33,19128.97,0.0,0.0,0.0,
LetsBIT,gambling,847,44420.0,300.0,15432.27,0.02,0.02
LetsBIT,high risk exchange,11,3175.6,24.0,10456.98,0.0,0.0
Libertex,criminal,15,631.98,48.0,3523.79,0.02,0.01
Libertex,dark market,30,3261.79,0.0,0.0,0.01,
Libertex,gambling,60,15721.94,32.0,4843.08,0.0,0.01
Libertex,high risk exchange,1140,691612.88,800.0,275960.67,0.0,0.0
Libertex,hyip,150,46117.23,1312.0,140121.73,0.0,0.01
Liquid,criminal,60,88056.23,0.0,0.0,0.0,
Liquid,dark market,160,22430.32,0.0,0.0,0.01,
Liquid,gambling,460,208814.59,168.0,68747.0,0.0,0.0
Liquid,high risk exchange,2900,9737500.6,0.0,0.0,0.0,
Liquid,hyip,60,706091.5,0.0,0.0,0.0,
LiteBit.eu,criminal,187,199057.54,18.0,5129322.22,0.0,0.0
LiteBit.eu,dark market,17,1058.88,0.0,0.0,0.02,
LiteBit.eu,gambling,3757,1110704.67,6642.0,3953896.66,0.0,0.0
LiteBit.eu,high risk exchange,170,59163.94,378.0,264036.46,0.0,0.0
LiteBit.eu,hyip,289,301079.44,1656.0,1399119.69,0.0,0.0
LiteBit.eu,ransomware,17,4269.5,0.0,0.0,0.0,
LocalBitcoins.com,high risk exchange,0,0.0,29900.0,63635826.0,,0.0
LocalCoin,criminal,421,101991.01,0.0,0.0,0.0,
LocalCoin,dark market,28,4634.83,0.0,0.0,0.01,
LocalCoin,gambling,2287,297612.38,0.0,0.0,0.01,
LocalCoin,high risk exchange,578,205673.08,0.0,0.0,0.0,
LocalCoin,hyip,2020,1022703.89,8.0,2929.9,0.0,0.0
LocalCoinSwap,criminal,672,88485.92,0.0,0.0,0.01,
LocalCoinSwap,dark market,960,144556.55,51.0,4005.62,0.01,0.01
LocalCoinSwap,gambling,23968,4356825.56,2125.0,2711281.33,0.01,0.0
LocalCoinSwap,high risk exchange,4352,5925020.86,187.0,120732.36,0.0,0.0
LocalCoinSwap,hyip,48,10789.72,323.0,9388.59,0.0,0.03
LocalCoinSwap,mixer,32,2006.37,0.0,0.0,0.02,
LocalTrade,high risk exchange,16,789.1,0.0,0.0,0.02,
Luno.com,criminal,141968,23807135.5,20300.0,4196407.73,0.01,0.0
Luno.com,dark market,7695,689713.55,300.0,67191.54,0.01,0.0
Luno.com,gambling,249242,33706331.5,40460.0,25114200.12,0.01,0.0
Luno.com,high risk exchange,85519,86228192.33,2900.0,15287761.4,0.0,0.0
Luno.com,hyip,96159,44865077.96,93580.0,48161134.97,0.0,0.0
Luno.com,malware,38,2174.58,40.0,91605.82,0.02,0.0
Luno.com,mixer,4712,6913668.97,20.0,6138.05,0.0,0.0
Lykke,dark market,126,97672.21,0.0,0.0,0.0,
Lykke,gambling,231,159372.47,22.0,1953.37,0.0,0.01
Lykke,high risk exchange,84,82860.56,0.0,0.0,0.0,
Lykke,hyip,21,5132.47,0.0,0.0,0.0,
MChange,dark market,540,102894.46,304.0,80571.8,0.01,0.0
MChange,high risk exchange,45,6141.95,16.0,3207.99,0.01,0.0
MaiCoin.com,criminal,40,3448.13,0.0,0.0,0.01,
MaiCoin.com,gambling,460,345536.45,567.0,197326.85,0.0,0.0
MaiCoin.com,high risk exchange,500,729593.2,0.0,0.0,0.0,
MaiCoin.com,hyip,1460,1501692.42,0.0,0.0,0.0,
MaiCoin.com,ransomware,20,28217.74,0.0,0.0,0.0,
Margex,gambling,8,5845.82,20.0,8244.53,0.0,0.0
Margex,high risk exchange,8,2505.14,5.0,421.94,0.0,0.01
Margex,hyip,4,1512.13,25.0,2385.86,0.0,0.01
Matbea.com,criminal,72,4231.84,0.0,0.0,0.02,
Matbea.com,dark market,846,164063.95,95.0,37432.22,0.01,0.0
Matbea.com,gambling,288,793851.72,266.0,3282651.28,0.0,0.0
Matbea.com,high risk exchange,1890,1921618.2,760.0,869359.41,0.0,0.0
Matbea.com,hyip,72,31666.92,532.0,73287.74,0.0,0.01
Matbea.com,ransomware,252,69923.72,0.0,0.0,0.0,
Matrixport,criminal,70,65299.78,30.0,104.3,0.0,0.29
Matrixport,dark market,42,4483.17,0.0,0.0,0.01,
Matrixport,gambling,14,19026.25,60.0,603022.73,0.0,0.0
Matrixport,high risk exchange,1092,716905.02,300.0,290880.09,0.0,0.0
Matrixport,hyip,42,906.81,180.0,461224.45,0.05,0.0
Matrixport,mixer,14,65413.73,0.0,0.0,0.0,
Matrixport,ransomware,14,1485.83,0.0,0.0,0.01,
MercadoBitcoin.com.br,criminal,756,623347.36,228.0,44642.51,0.0,0.01
MercadoBitcoin.com.br,dark market,126,66091.14,0.0,0.0,0.0,
MercadoBitcoin.com.br,gambling,5022,4909964.62,5301.0,4311726.96,0.0,0.0
MercadoBitcoin.com.br,high risk exchange,2934,4818577.46,1216.0,4403118.52,0.0,0.0
MercadoBitcoin.com.br,hyip,720,833122.81,3781.0,1117520.99,0.0,0.0
MercadoBitcoin.com.br,mixer,270,743455.61,38.0,170164.35,0.0,0.0
MercadoBitcoin.com.br,ransomware,18,799.29,0.0,0.0,0.02,
Mercatox,criminal,120,74201.99,21.0,607.95,0.0,0.03
Mercatox,dark market,60,2642.27,0.0,0.0,0.02,
Mercatox,gambling,40,2165.79,21.0,1080.16,0.02,0.02
Mercatox,high risk exchange,660,745486.59,21.0,2563.34,0.0,0.01
Mercatox,mixer,60,515949.92,0.0,0.0,0.0,
Mercuryo,criminal,480,51248.09,32.0,578.42,0.01,0.06
Mercuryo,dark market,1395,87425.83,0.0,0.0,0.02,
Mercuryo,gambling,4875,746634.6,512.0,428680.2,0.01,0.0
Mercuryo,high risk exchange,2865,585328.46,144.0,43881.16,0.0,0.0
Mercuryo,hyip,390,169589.12,96.0,4055.96,0.0,0.02
Mercuryo,mixer,30,3369.15,0.0,0.0,0.01,
Mercuryo,ransomware,90,21481.41,0.0,0.0,0.0,
MintMe,high risk exchange,12,26782.31,0.0,0.0,0.0,
MoonXBT,hyip,3,134.78,0.0,0.0,0.02,
NAGA,gambling,18,347.88,19.0,1851.02,0.05,0.01
NAGA,high risk exchange,738,215531.97,0.0,0.0,0.0,
NAGA,hyip,18,9321.95,38.0,3693.7,0.0,0.01
NBX,criminal,2,6666.71,0.0,0.0,0.0,
NBX,dark market,2,545.73,0.0,0.0,0.0,
NBX,gambling,36,10872.34,6.0,4571.24,0.0,0.0
NBX,high risk exchange,10,4528.04,0.0,0.0,0.0,
NBX,mixer,2,743.11,0.0,0.0,0.0,
NaijaCrypto,hyip,5,451.05,0.0,0.0,0.01,
Netex24,criminal,960,366350.54,34.0,4027.02,0.0,0.01
Netex24,dark market,101984,30522806.11,9469.0,4149455.7,0.0,0.0
Netex24,gambling,1472,595038.73,357.0,78964.16,0.0,0.0
Netex24,high risk exchange,29904,11116499.59,2771.0,102650802.3,0.0,0.0
Netex24,hyip,400,159782.13,850.0,221583.6,0.0,0.0
Netex24,mixer,864,1887343.68,0.0,0.0,0.0,
NewCapital,criminal,16,8308.18,0.0,0.0,0.0,
NewCapital,gambling,64,1363.81,34.0,1511.32,0.05,0.02
NiceChange,dark market,2880,1177473.28,768.0,648592.24,0.0,0.0
NiceChange,high risk exchange,60,28497.55,0.0,0.0,0.0,
NiceChange,hyip,150,24628.49,16.0,10777.17,0.01,0.0
NiceHash,criminal,31720,4600634.44,0.0,0.0,0.01,
NiceHash,dark market,46800,3392583.16,476.0,445548.21,0.01,0.0
NiceHash,gambling,61685,6388312.64,3472.0,3988170.1,0.01,0.0
NiceHash,high risk exchange,537576,122943883.46,2786.0,5692511.45,0.0,0.0
NiceHash,hyip,6253,837488.03,98.0,32566.51,0.01,0.0
NiceHash,malware,26,550.51,0.0,0.0,0.05,
NiceHash,mixer,338,643704.68,14.0,283.34,0.0,0.05
NiceHash,ransomware,1443,217521.81,0.0,0.0,0.01,
NixMoney,high risk exchange,16,4543.53,0.0,0.0,0.0,
NovaDAX,criminal,360,223590.59,114.0,68469.64,0.0,0.0
NovaDAX,gambling,1764,355487.0,6023.0,721787.81,0.0,0.01
NovaDAX,high risk exchange,576,319815.84,19.0,1681.26,0.0,0.01
NovaDAX,hyip,198,191360.38,304.0,26498.63,0.0,0.01
NoxBitcoin,gambling,8,109.07,0.0,0.0,0.07,
NoxBitcoin,hyip,7,1617.44,4.0,233.7,0.0,0.02
OKX,criminal,4600,2109022.96,1040.0,708171.77,0.0,0.0
OKX,dark market,8684,5133971.67,5335.0,9599961.29,0.0,0.0
OKX,gambling,8244,9111064.75,1780.0,18130687.03,0.0,0.0
OKX,high risk exchange,22116,171543756.1,3975.0,23401650.6,0.0,0.0
OKX,hyip,1716,2804594.22,11920.0,10527275.3,0.0,0.0
OKX,mixer,1552,11423570.48,470.0,1406622.8,0.0,0.0
OKX,ransomware,344,3341060.43,1510.0,11087716.87,0.0,0.0
OctaFX,criminal,120,17283.74,2384.0,64746.42,0.01,0.04
OctaFX,high risk exchange,1065,503876.84,32.0,1924.23,0.0,0.02
OctaFX,hyip,225,62305.71,3472.0,173097.45,0.0,0.02
OrionX,criminal,186,32940.84,4.0,535.76,0.01,0.01
OrionX,gambling,90,156640.63,36.0,47351.18,0.0,0.0
OrionX,high risk exchange,855,1369190.76,0.0,0.0,0.0,
OrionX,hyip,15,2300.39,12.0,815.62,0.01,0.01
OrionX,mixer,3,197.56,0.0,0.0,0.02,
Ovex,criminal,240,59783.06,0.0,0.0,0.0,
P2pB2b,gambling,36,18956.41,0.0,0.0,0.0,
P2pB2b,high risk exchange,36,461357.29,38.0,33784.85,0.0,0.0
PDAX,criminal,17,15544.49,0.0,0.0,0.0,
PDAX,high risk exchange,34,90946.87,0.0,0.0,0.0,
Paribu,criminal,1440,593007.91,374.0,88976.76,0.0,0.0
Paribu,dark market,256,40935.8,0.0,0.0,0.01,
Paribu,gambling,12016,27042950.06,10319.0,8194396.48,0.0,0.0
Paribu,high risk exchange,1232,1836749.88,544.0,217063.12,0.0,0.0
Paribu,hyip,1056,1991111.43,4318.0,2966665.14,0.0,0.0
Paribu,mixer,16,476.32,0.0,0.0,0.03,
Patricia,criminal,260,23544.64,12012.0,3605113.05,0.01,0.0
Patricia,dark market,260,9729.12,21.0,42.54,0.03,0.49
Patricia,gambling,20,1974.06,756.0,122295.01,0.01,0.01
Patricia,high risk exchange,240,145851.14,693.0,235855.88,0.0,0.0
Patricia,hyip,200,36267.42,111027.0,41395567.7,0.01,0.0
Paxful.com,criminal,72840,35384918.43,29232.0,3958110.65,0.0,0.01
Paxful.com,dark market,22880,4294006.04,5523.0,3364648.13,0.01,0.0
Paxful.com,gambling,449380,159620911.26,86247.0,73897280.28,0.0,0.0
Paxful.com,high risk exchange,195200,277377046.52,12579.0,5686171.66,0.0,0.0
Paxful.com,hyip,97380,39673028.58,292719.0,161893415.75,0.0,0.0
Paxful.com,mixer,5160,16951839.84,21.0,15924.23,0.0,0.0
Paxful.com,ransomware,160,48758.14,21.0,1778.74,0.0,0.01
PaxosTrustCompany,criminal,17,453.22,0.0,0.0,0.04,
PaxosTrustCompany,gambling,153,21444.0,0.0,0.0,0.01,
PaxosTrustCompany,hyip,85,39675.2,0.0,0.0,0.0,
PayBito,hyip,11,509.68,0.0,0.0,0.02,
Payeer,hyip,2,1225.67,489.0,144839.76,0.0,0.0
Phemex,criminal,437,197725.24,160.0,238478.39,0.0,0.0
Phemex,dark market,722,169951.14,20.0,612.46,0.0,0.03
Phemex,gambling,9690,6176199.34,940.0,2538845.81,0.0,0.0
Phemex,high risk exchange,3496,3768492.98,80.0,8015.76,0.0,0.01
Phemex,hyip,1444,2383274.53,3000.0,774744.61,0.0,0.0
Phemex,mixer,95,2074377.32,0.0,0.0,0.0,
Piexgo,criminal,72,9722.36,0.0,0.0,0.01,
Piexgo,dark market,120,53786.49,0.0,0.0,0.0,
Piexgo,gambling,288,464784.28,221.0,313099.58,0.0,0.0
Piexgo,hyip,12,1398.73,0.0,0.0,0.01,
PocketExchange,dark market,14688,689085.6,2679.0,441320.83,0.02,0.01
PocketExchange,gambling,234,13769.03,133.0,30127.41,0.02,0.0
PocketExchange,high risk exchange,756,37428.56,418.0,104249.98,0.02,0.0
PocketExchange,hyip,72,20497.61,323.0,14576.92,0.0,0.02
Poloniex.com,criminal,391,104808.09,90.0,34487.43,0.0,0.0
Poloniex.com,dark market,5287,1574591.03,2214.0,1718825.82,0.0,0.0
Poloniex.com,gambling,2941,16772125.7,2016.0,4644102.35,0.0,0.0
Poloniex.com,high risk exchange,40443,84691449.84,9018.0,22589258.38,0.0,0.0
Poloniex.com,hyip,952,1438006.12,3240.0,2820700.69,0.0,0.0
Poloniex.com,mixer,476,2577378.47,0.0,0.0,0.0,
Poloniex.com,ransomware,136,317600.84,18.0,4379.07,0.0,0.0
Polyx,high risk exchange,18,10626.74,0.0,0.0,0.0,
PrimeDice.com,criminal,6,511.2,0.0,0.0,0.01,
